LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,ASHLEY SWEARENGIN,BETTY T YEE,
PASADENA,5150042A,2004,85,N,1144,TOTAL,307,47,238,
PASADENA,5150043A,2005,85,N,1150,POLLING PLACE,120,19,93,
PASADENA,5150043A,2005,85,N,,VBM PORTION,51,8,34,
PASADENA,5150043A,2005,85,N,1150,TOTAL,171,27,127,
PASADENA,5150044A,2006,85,N,1182,POLLING PLACE,185,44,126,
PASADENA,5150044A,2006,85,N,,VBM PORTION,111,38,62,
PASADENA,5150044A,2006,85,N,1182,TOTAL,296,82,188,
PASADENA,5150045A,2007,85,N,1200,POLLING PLACE,157,26,123,
PASADENA,5150045A,2007,85,N,,VBM PORTION,55,11,41,
PASADENA,5150045A,2007,85,N,1200,TOTAL,212,37,164,
PASADENA,5150046A,2008,85,N,973,POLLING PLACE,114,16,75,
PASADENA,5150046A,2008,85,N,,VBM PORTION,32,4,26,
PASADENA,5150046A,2008,85,N,973,TOTAL,146,20,101,
PASADENA,5150049A,2009,85,N,1086,POLLING PLACE,282,99,173,
PASADENA,5150049A,2009,85,N,,VBM PORTION,83,30,49,
PASADENA,5150049A,2009,85,N,1086,TOTAL,365,129,222,
PASADENA,5150053A,2010,85,N,1109,POLLING PLACE,202,43,146,
PASADENA,5150053A,2010,85,N,,VBM PORTION,77,16,57,
PASADENA,5150053A,2010,85,N,1109,TOTAL,279,59,203,
PASADENA,5150057A,2011,85,N,1369,POLLING PLACE,250,69,159,
PASADENA,5150057A,2011,85,N,,VBM PORTION,102,31,65,
PASADENA,5150057A,2011,85,N,1369,TOTAL,352,100,224,
PASADENA,5150061B,2012,85,N,1136,POLLING PLACE,218,41,163,
PASADENA,5150061B,2012,85,N,,VBM PORTION,65,20,42,
PASADENA,5150061B,2012,85,N,1136,TOTAL,283,61,205,
PASADENA,5150063B,2013,89,N,111,POLLING PLACE,12,4,8,
PASADENA,5150063B,2013,89,N,,VBM PORTION,7,4,3,
PASADENA,5150063B,2013,89,N,111,TOTAL,19,8,11,
PASADENA,5150065A,2014,85,N,1206,POLLING PLACE,269,88,162,
PASADENA,5150065A,2014,85,N,,VBM PORTION,83,26,49,
PASADENA,5150065A,2014,85,N,1206,TOTAL,352,114,211,
PASADENA,5150066A,2015,85,N,1084,POLLING PLACE,155,42,104,
PASADENA,5150066A,2015,85,N,,VBM PORTION,52,17,29,
PASADENA,5150066A,2015,85,N,1084,TOTAL,207,59,133,
PASADENA,5150069A,2016,85,N,883,POLLING PLACE,131,34,78,
PASADENA,5150069A,2016,85,N,,VBM PORTION,53,19,33,
PASADENA,5150069A,2016,85,N,883,TOTAL,184,53,111,
PASADENA,5150070A,2017,85,N,775,POLLING PLACE,169,53,100,
PASADENA,5150070A,2017,85,N,,VBM PORTION,55,28,22,
PASADENA,5150070A,2017,85,N,775,TOTAL,224,81,122,
PASADENA,5150071A,2018,85,N,766,POLLING PLACE,180,87,79,
PASADENA,5150071A,2018,85,N,,VBM PORTION,70,30,33,
PASADENA,5150071A,2018,85,N,766,TOTAL,250,117,112,
PASADENA,5150074A,2019,85,N,930,POLLING PLACE,209,79,119,
PASADENA,5150074A,2019,85,N,,VBM PORTION,61,24,34,
PASADENA,5150074A,2019,85,N,930,TOTAL,270,103,153,
PASADENA,5150075A,2020,85,N,838,POLLING PLACE,244,114,118,
PASADENA,5150075A,2020,85,N,,VBM PORTION,129,68,52,
PASADENA,5150075A,2020,85,N,838,TOTAL,373,182,170,
PASADENA,5150079A,2021,85,N,881,POLLING PLACE,214,85,117,
PASADENA,5150079A,2021,85,N,,VBM PORTION,109,50,54,
PASADENA,5150079A,2021,85,N,881,TOTAL,323,135,171,
PASADENA,5150080A,2022,85,N,956,POLLING PLACE,163,41,106,
PASADENA,5150080A,2022,85,N,,VBM PORTION,53,23,27,
PASADENA,5150080A,2022,85,N,956,TOTAL,216,64,133,
PASADENA,5150081B,6180,89,Y,26,POLLING PLACE,,,,
PASADENA,5150081B,6180,89,Y,,VBM PORTION,6,3,3,
PASADENA,5150081B,6180,89,Y,26,TOTAL,6,3,3,
PASADENA,5150090B,6181,86,Y,50,POLLING PLACE,,,,
PASADENA,5150090B,6181,86,Y,,VBM PORTION,7,4,2,
PASADENA,5150090B,6181,86,Y,50,TOTAL,7,4,2,
PASADENA,5150090E,2023,85,N,1187,POLLING PLACE,275,134,121,
PASADENA,5150090E,2023,85,N,,VBM PORTION,136,81,50,
PASADENA,5150090E,2023,85,N,1187,TOTAL,411,215,171,
PASADENA,5150091A,2024,85,N,933,POLLING PLACE,186,101,69,
PASADENA,5150091A,2024,85,N,,VBM PORTION,113,57,50,
PASADENA,5150091A,2024,85,N,933,TOTAL,299,158,119,
PASADENA,5150092A,2025,90,N,820,POLLING PLACE,253,95,145,
PASADENA,5150092A,2025,90,N,,VBM PORTION,88,43,41,
PASADENA,5150092A,2025,90,N,820,TOTAL,341,138,186,
PASADENA,5150094A,2026,90,N,838,POLLING PLACE,237,93,124,
PASADENA,5150094A,2026,90,N,,VBM PORTION,102,38,59,
PASADENA,5150094A,2026,90,N,838,TOTAL,339,131,183,
PASADENA,5150095A,2027,90,N,777,POLLING PLACE,227,105,104,
PASADENA,5150095A,2027,90,N,,VBM PORTION,109,53,51,
PASADENA,5150095A,2027,90,N,777,TOTAL,336,158,155,
PASADENA,5150097A,2028,90,N,1160,POLLING PLACE,330,179,126,
PASADENA,5150097A,2028,90,N,,VBM PORTION,209,123,74,
PASADENA,5150097A,2028,90,N,1160,TOTAL,539,302,200,
PASADENA,5150102A,2029,85,N,924,POLLING PLACE,196,59,123,
PASADENA,5150102A,2029,85,N,,VBM PORTION,100,37,49,
PASADENA,5150102A,2029,85,N,924,TOTAL,296,96,172,
PASADENA,5150108A,2030,85,N,1459,POLLING PLACE,336,174,140,
PASADENA,5150108A,2030,85,N,,VBM PORTION,225,117,89,
PASADENA,5150108A,2030,85,N,1459,TOTAL,561,291,229,
PASADENA,5150110A,2031,85,N,1424,POLLING PLACE,324,99,204,
PASADENA,5150110A,2031,85,N,,VBM PORTION,157,51,90,
PASADENA,5150110A,2031,85,N,1424,TOTAL,481,150,294,
PASADENA,5150114A,2032,85,N,1130,POLLING PLACE,213,47,154,
PASADENA,5150114A,2032,85,N,,VBM PORTION,101,25,69,
PASADENA,5150114A,2032,85,N,1130,TOTAL,314,72,223,
PASADENA,5150116A,2033,85,N,1130,POLLING PLACE,167,47,101,
PASADENA,5150116A,2033,85,N,,VBM PORTION,101,35,61,
PASADENA,5150116A,2033,85,N,1130,TOTAL,268,82,162,
PASADENA,5150118A,2034,85,N,1194,POLLING PLACE,217,61,140,
PASADENA,5150118A,2034,85,N,,VBM PORTION,114,47,58,
PASADENA,5150118A,2034,85,N,1194,TOTAL,331,108,198,
PASADENA,5150119A,2035,85,N,1270,POLLING PLACE,267,100,153,
PASADENA,5150119A,2035,85,N,,VBM PORTION,97,43,52,
PASADENA,5150119A,2035,85,N,1270,TOTAL,364,143,205,
PASADENA,5150119B,6182,82,Y,3,POLLING PLACE,,,,
PASADENA,5150119B,6182,82,Y,,VBM PORTION,,,,
PASADENA,5150119B,6182,82,Y,3,TOTAL,,,,
PASADENA,5150119C,6183,81,Y,7,POLLING PLACE,,,,
PASADENA,5150119C,6183,81,Y,,VBM PORTION,1,,1,
PASADENA,5150119C,6183,81,Y,7,TOTAL,1,,1,
PASADENA,5150120A,2036,85,N,1005,POLLING PLACE,157,43,105,
PASADENA,5150120A,2036,85,N,,VBM PORTION,81,26,45,
PASADENA,5150120A,2036,85,N,1005,TOTAL,238,69,150,
PASADENA,5150121A,2037,85,N,1008,POLLING PLACE,189,59,112,
PASADENA,5150121A,2037,85,N,,VBM PORTION,62,23,37,
PASADENA,5150121A,2037,85,N,1008,TOTAL,251,82,149,
PASADENA,5150122A,2038,85,N,1510,POLLING PLACE,363,141,192,
PASADENA,5150122A,2038,85,N,,VBM PORTION,198,84,104,
PASADENA,5150122A,2038,85,N,1510,TOTAL,561,225,296,
PASADENA,5150147A,2039,85,N,1204,POLLING PLACE,248,110,127,
PASADENA,5150147A,2039,85,N,,VBM PORTION,107,52,49,
PASADENA,5150147A,2039,85,N,1204,TOTAL,355,162,176,
PASADENA,5150156A,2040,85,N,1069,POLLING PLACE,210,74,124,
PASADENA,5150156A,2040,85,N,,VBM PORTION,95,37,50,
PASADENA,5150156A,2040,85,N,1069,TOTAL,305,111,174,
PASADENA,5150180A,2041,85,N,1326,POLLING PLACE,284,110,156,
PASADENA,5150180A,2041,85,N,,VBM PORTION,113,45,66,
PASADENA,5150180A,2041,85,N,1326,TOTAL,397,155,222,
PASADENA,5150181A,2042,85,N,908,POLLING PLACE,163,83,68,
PASADENA,5150181A,2042,85,N,,VBM PORTION,63,25,35,
PASADENA,5150181A,2042,85,N,908,TOTAL,226,108,103,
PASADENA,5150183A,2043,85,N,1001,POLLING PLACE,196,51,132,
PASADENA,5150183A,2043,85,N,,VBM PORTION,146,58,77,
PASADENA,5150183A,2043,85,N,1001,TOTAL,342,109,209,
PASADENA,5150186A,2044,85,N,822,POLLING PLACE,162,45,107,
PASADENA,5150186A,2044,85,N,,VBM PORTION,64,18,41,
PASADENA,5150186A,2044,85,N,822,TOTAL,226,63,148,
PASADENA,5150187A,2045,90,N,1529,POLLING PLACE,309,158,110,
PASADENA,5150187A,2045,90,N,,VBM PORTION,287,168,101,
PASADENA,5150187A,2045,90,N,1529,TOTAL,596,326,211,
PASADENA,5150188A,2046,90,N,879,POLLING PLACE,185,89,82,
PASADENA,5150188A,2046,90,N,,VBM PORTION,171,107,54,
PASADENA,5150188A,2046,90,N,879,TOTAL,356,196,136,
PASADENA,5150194A,2047,85,N,1214,POLLING PLACE,198,30,152,
PASADENA,5150194A,2047,85,N,,VBM PORTION,57,7,48,
PASADENA,5150194A,2047,85,N,1214,TOTAL,255,37,200,
PASADENA,5150196A,2048,85,N,754,POLLING PLACE,135,44,75,
PASADENA,5150196A,2048,85,N,,VBM PORTION,54,17,28,
PASADENA,5150196A,2048,85,N,754,TOTAL,189,61,103,
PASADENA,5150197A,2049,85,N,1244,POLLING PLACE,199,68,110,
PASADENA,5150197A,2049,85,N,,VBM PORTION,105,39,55,
PASADENA,5150197A,2049,85,N,1244,TOTAL,304,107,165,
PASADENA,5150198A,2050,85,N,1118,POLLING PLACE,216,35,152,
PASADENA,5150198A,2050,85,N,,VBM PORTION,69,15,49,
PASADENA,5150198A,2050,85,N,1118,TOTAL,285,50,201,
PASADENA,5150199A,2051,85,N,1298,POLLING PLACE,176,36,131,
PASADENA,5150199A,2051,85,N,,VBM PORTION,124,46,71,
PASADENA,5150199A,2051,85,N,1298,TOTAL,300,82,202,
PASADENA,5150199C,2052,85,N,696,POLLING PLACE,135,20,98,
PASADENA,5150199C,2052,85,N,,VBM PORTION,36,14,21,
PASADENA,5150199C,2052,85,N,696,TOTAL,171,34,119,
PASADENA,5150205A,2053,85,N,610,POLLING PLACE,114,35,69,
PASADENA,5150205A,2053,85,N,,VBM PORTION,44,16,23,
PASADENA,5150205A,2053,85,N,610,TOTAL,158,51,92,
PASADENA,5150209A,2054,85,N,1216,POLLING PLACE,229,119,97,
PASADENA,5150209A,2054,85,N,,VBM PORTION,156,71,67,
PASADENA,5150209A,2054,85,N,1216,TOTAL,385,190,164,
PASADENA,5150213A,2055,85,N,950,POLLING PLACE,149,21,116,
PASADENA,5150213A,2055,85,N,,VBM PORTION,38,5,29,
PASADENA,5150213A,2055,85,N,950,TOTAL,187,26,145,
PASADENA,5150216A,2056,85,N,1088,POLLING PLACE,203,66,121,
PASADENA,5150216A,2056,85,N,,VBM PORTION,77,22,48,
PASADENA,5150216A,2056,85,N,1088,TOTAL,280,88,169,
PEARBLOSSOM,5200003A,6184,25,Y,62,POLLING PLACE,,,,
PEARBLOSSOM,5200003A,6184,25,Y,,VBM PORTION,14,5,9,
PEARBLOSSOM,5200003A,6184,25,Y,62,TOTAL,14,5,9,
PEARBLOSSOM,5200013A,6185,25,Y,3,POLLING PLACE,,,,
PEARBLOSSOM,5200013A,6185,25,Y,,VBM PORTION,2,,2,
PEARBLOSSOM,5200013A,6185,25,Y,3,TOTAL,2,,2,
PEARBLOSSOM,5200014A,6186,13,Y,2,POLLING PLACE,,,,
PEARBLOSSOM,5200014A,6186,13,Y,,VBM PORTION,1,1,,
PEARBLOSSOM,5200014A,6186,13,Y,2,TOTAL,1,1,,
PEARBLOSSOM,5200040D,2057,13,N,646,POLLING PLACE,201,136,52,
PEARBLOSSOM,5200040D,2057,13,N,,VBM PORTION,94,61,29,
PEARBLOSSOM,5200040D,2057,13,N,646,TOTAL,295,197,81,
PEARBLOSSOM,5200042A,2058,13,N,647,POLLING PLACE,172,115,52,
PEARBLOSSOM,5200042A,2058,13,N,,VBM PORTION,59,41,13,
PEARBLOSSOM,5200042A,2058,13,N,647,TOTAL,231,156,65,
PICO RIVERA,5230002A,2059,286,N,1027,POLLING PLACE,155,55,82,
PICO RIVERA,5230002A,2059,286,N,,VBM PORTION,54,21,29,
PICO RIVERA,5230002A,2059,286,N,1027,TOTAL,209,76,111,
PICO RIVERA,5230006B,2060,286,N,864,POLLING PLACE,129,45,72,
PICO RIVERA,5230006B,2060,286,N,,VBM PORTION,32,6,25,
PICO RIVERA,5230006B,2060,286,N,864,TOTAL,161,51,97,
PICO RIVERA,5230007A,2061,286,N,1019,POLLING PLACE,139,27,104,
PICO RIVERA,5230007A,2061,286,N,,VBM PORTION,51,9,40,
PICO RIVERA,5230007A,2061,286,N,1019,TOTAL,190,36,144,
PICO RIVERA,5230008A,2062,286,N,1021,POLLING PLACE,137,31,96,
PICO RIVERA,5230008A,2062,286,N,,VBM PORTION,39,9,28,
PICO RIVERA,5230008A,2062,286,N,1021,TOTAL,176,40,124,
PICO RIVERA,5230010A,2063,286,N,1004,POLLING PLACE,162,41,100,
PICO RIVERA,5230010A,2063,286,N,,VBM PORTION,49,16,28,
PICO RIVERA,5230010A,2063,286,N,1004,TOTAL,211,57,128,
PICO RIVERA,5230012A,2064,286,N,956,POLLING PLACE,121,21,91,
PICO RIVERA,5230012A,2064,286,N,,VBM PORTION,28,8,18,
PICO RIVERA,5230012A,2064,286,N,956,TOTAL,149,29,109,
PICO RIVERA,5230013A,2065,286,N,1111,POLLING PLACE,165,43,103,
PICO RIVERA,5230013A,2065,286,N,,VBM PORTION,50,15,30,
PICO RIVERA,5230013A,2065,286,N,1111,TOTAL,215,58,133,
PICO RIVERA,5230013C,6187,286,Y,,POLLING PLACE,,,,
PICO RIVERA,5230013C,6187,286,Y,,VBM PORTION,,,,
PICO RIVERA,5230013C,6187,286,Y,,TOTAL,,,,
PICO RIVERA,5230014B,2066,286,N,949,POLLING PLACE,149,40,100,
PICO RIVERA,5230014B,2066,286,N,,VBM PORTION,30,4,25,
PICO RIVERA,5230014B,2066,286,N,949,TOTAL,179,44,125,
PICO RIVERA,5230017A,2067,286,N,1061,POLLING PLACE,167,24,123,
PICO RIVERA,5230017A,2067,286,N,,VBM PORTION,19,1,15,
PICO RIVERA,5230017A,2067,286,N,1061,TOTAL,186,25,138,
PICO RIVERA,5230018A,2068,286,N,890,POLLING PLACE,114,28,75,
PICO RIVERA,5230018A,2068,286,N,,VBM PORTION,40,8,31,
PICO RIVERA,5230018A,2068,286,N,890,TOTAL,154,36,106,
PICO RIVERA,5230019A,2069,286,N,991,POLLING PLACE,110,41,64,
PICO RIVERA,5230019A,2069,286,N,,VBM PORTION,51,14,31,
PICO RIVERA,5230019A,2069,286,N,991,TOTAL,161,55,95,
PICO RIVERA,5230020A,2070,286,N,1002,POLLING PLACE,162,50,97,
PICO RIVERA,5230020A,2070,286,N,,VBM PORTION,36,10,23,
PICO RIVERA,5230020A,2070,286,N,1002,TOTAL,198,60,120,
PICO RIVERA,5230022D,2071,286,N,996,POLLING PLACE,138,45,89,
PICO RIVERA,5230022D,2071,286,N,,VBM PORTION,30,8,19,
PICO RIVERA,5230022D,2071,286,N,996,TOTAL,168,53,108,
PICO RIVERA,5230023A,2072,286,N,722,POLLING PLACE,107,30,72,
PICO RIVERA,5230023A,2072,286,N,,VBM PORTION,29,6,23,
PICO RIVERA,5230023A,2072,286,N,722,TOTAL,136,36,95,
PICO RIVERA,5230023B,2073,288,N,316,POLLING PLACE,28,8,19,
PICO RIVERA,5230023B,2073,288,N,,VBM PORTION,6,2,4,
PICO RIVERA,5230023B,2073,288,N,316,TOTAL,34,10,23,
PICO RIVERA,5230024A,2074,286,N,1118,POLLING PLACE,159,35,116,
PICO RIVERA,5230024A,2074,286,N,,VBM PORTION,46,6,34,
PICO RIVERA,5230024A,2074,286,N,1118,TOTAL,205,41,150,
PICO RIVERA,5230026A,6188,261,Y,,POLLING PLACE,,,,
PICO RIVERA,5230026A,6188,261,Y,,VBM PORTION,,,,
PICO RIVERA,5230026A,6188,261,Y,,TOTAL,,,,
PICO RIVERA,5230027A,2075,286,N,1000,POLLING PLACE,186,38,128,
PICO RIVERA,5230027A,2075,286,N,,VBM PORTION,35,12,22,
PICO RIVERA,5230027A,2075,286,N,1000,TOTAL,221,50,150,
PICO RIVERA,5230029A,2076,286,N,757,POLLING PLACE,114,27,83,
PICO RIVERA,5230029A,2076,286,N,,VBM PORTION,24,4,18,
PICO RIVERA,5230029A,2076,286,N,757,TOTAL,138,31,101,
PICO RIVERA,5230030A,2077,286,N,813,POLLING PLACE,127,30,91,
PICO RIVERA,5230030A,2077,286,N,,VBM PORTION,33,14,18,
PICO RIVERA,5230030A,2077,286,N,813,TOTAL,160,44,109,
PICO RIVERA,5230031A,6189,281,Y,,POLLING PLACE,,,,
PICO RIVERA,5230031A,6189,281,Y,,VBM PORTION,,,,
PICO RIVERA,5230031A,6189,281,Y,,TOTAL,,,,
PICO RIVERA,5230032A,2078,286,N,868,POLLING PLACE,139,26,106,
PICO RIVERA,5230032A,2078,286,N,,VBM PORTION,33,6,23,
PICO RIVERA,5230032A,2078,286,N,868,TOTAL,172,32,129,
PICO RIVERA,5230034B,2079,286,N,1094,POLLING PLACE,193,41,115,
PICO RIVERA,5230034B,2079,286,N,,VBM PORTION,45,12,29,
PICO RIVERA,5230034B,2079,286,N,1094,TOTAL,238,53,144,
PICO RIVERA,5230035A,2080,286,N,920,POLLING PLACE,142,36,100,
PICO RIVERA,5230035A,2080,286,N,,VBM PORTION,48,18,25,
PICO RIVERA,5230035A,2080,286,N,920,TOTAL,190,54,125,
PICO RIVERA,5230036A,2081,286,N,787,POLLING PLACE,85,17,63,
PICO RIVERA,5230036A,2081,286,N,,VBM PORTION,22,4,18,
PICO RIVERA,5230036A,2081,286,N,787,TOTAL,107,21,81,
PICO RIVERA,5230038A,2082,286,N,1015,POLLING PLACE,159,40,106,
PICO RIVERA,5230038A,2082,286,N,,VBM PORTION,42,8,30,
PICO RIVERA,5230038A,2082,286,N,1015,TOTAL,201,48,136,
PICO RIVERA,5230039A,2083,286,N,1070,POLLING PLACE,167,41,118,
PICO RIVERA,5230039A,2083,286,N,,VBM PORTION,50,12,34,
PICO RIVERA,5230039A,2083,286,N,1070,TOTAL,217,53,152,
PICO RIVERA,5230041A,2084,286,N,853,POLLING PLACE,139,33,98,
PICO RIVERA,5230041A,2084,286,N,,VBM PORTION,29,5,17,
PICO RIVERA,5230041A,2084,286,N,853,TOTAL,168,38,115,
PICO RIVERA,5230043A,2085,286,N,984,POLLING PLACE,136,36,86,
PICO RIVERA,5230043A,2085,286,N,,VBM PORTION,52,17,32,
PICO RIVERA,5230043A,2085,286,N,984,TOTAL,188,53,118,
PICO RIVERA,5230044A,2086,286,N,946,POLLING PLACE,126,38,72,
PICO RIVERA,5230044A,2086,286,N,,VBM PORTION,40,10,30,
PICO RIVERA,5230044A,2086,286,N,946,TOTAL,166,48,102,
PICO RIVERA,5230045A,2087,286,N,1048,POLLING PLACE,116,26,78,
PICO RIVERA,5230045A,2087,286,N,,VBM PORTION,27,14,11,
PICO RIVERA,5230045A,2087,286,N,1048,TOTAL,143,40,89,
PICO RIVERA,5230049A,2088,286,N,967,POLLING PLACE,144,28,99,
PICO RIVERA,5230049A,2088,286,N,,VBM PORTION,38,6,27,
PICO RIVERA,5230049A,2088,286,N,967,TOTAL,182,34,126,
PICO RIVERA,5230068A,2089,286,N,860,POLLING PLACE,141,25,97,
PICO RIVERA,5230068A,2089,286,N,,VBM PORTION,23,4,14,
PICO RIVERA,5230068A,2089,286,N,860,TOTAL,164,29,111,
PICO RIVERA,5230080A,2090,286,N,1101,POLLING PLACE,154,47,99,
PICO RIVERA,5230080A,2090,286,N,,VBM PORTION,61,16,40,
PICO RIVERA,5230080A,2090,286,N,1101,TOTAL,215,63,139,
PICO RIVERA,5230081A,2091,286,N,934,POLLING PLACE,130,34,91,
PICO RIVERA,5230081A,2091,286,N,,VBM PORTION,57,20,34,
PICO RIVERA,5230081A,2091,286,N,934,TOTAL,187,54,125,
PIONEER,5240020A,6190,275,Y,188,POLLING PLACE,,,,
PIONEER,5240020A,6190,275,Y,,VBM PORTION,21,10,11,
PIONEER,5240020A,6190,275,Y,188,TOTAL,21,10,11,
POMONA,5250001A,2092,209,N,968,POLLING PLACE,185,86,89,
POMONA,5250001A,2092,209,N,,VBM PORTION,63,26,34,
POMONA,5250001A,2092,209,N,968,TOTAL,248,112,123,
POMONA,5250003A,2093,207,N,1481,POLLING PLACE,262,85,147,
POMONA,5250003A,2093,207,N,,VBM PORTION,182,69,100,
POMONA,5250003A,2093,207,N,1481,TOTAL,444,154,247,
POMONA,5250004A,2094,203,N,1153,POLLING PLACE,151,25,112,
POMONA,5250004A,2094,203,N,,VBM PORTION,41,9,28,
POMONA,5250004A,2094,203,N,1153,TOTAL,192,34,140,
POMONA,5250005A,2095,209,N,868,POLLING PLACE,136,26,96,
POMONA,5250005A,2095,209,N,,VBM PORTION,60,23,32,
POMONA,5250005A,2095,209,N,868,TOTAL,196,49,128,
POMONA,5250006A,2096,206,N,436,POLLING PLACE,44,14,23,
POMONA,5250006A,2096,206,N,,VBM PORTION,11,,10,
POMONA,5250006A,2096,206,N,436,TOTAL,55,14,33,
POMONA,5250008A,2097,207,N,631,POLLING PLACE,103,18,74,
POMONA,5250008A,2097,207,N,,VBM PORTION,22,3,17,
POMONA,5250008A,2097,207,N,631,TOTAL,125,21,91,
POMONA,5250008B,2098,207,N,1124,POLLING PLACE,152,45,98,
POMONA,5250008B,2098,207,N,,VBM PORTION,57,18,37,
POMONA,5250008B,2098,207,N,1124,TOTAL,209,63,135,
POMONA,5250009B,2099,207,N,575,POLLING PLACE,92,12,67,
POMONA,5250009B,2099,207,N,,VBM PORTION,7,2,5,
POMONA,5250009B,2099,207,N,575,TOTAL,99,14,72,
POMONA,5250011B,2100,207,N,1155,POLLING PLACE,194,50,131,
POMONA,5250011B,2100,207,N,,VBM PORTION,44,12,28,
POMONA,5250011B,2100,207,N,1155,TOTAL,238,62,159,
POMONA,5250012A,2101,207,N,853,POLLING PLACE,96,21,70,
POMONA,5250012A,2101,207,N,,VBM PORTION,51,14,34,
POMONA,5250012A,2101,207,N,853,TOTAL,147,35,104,
POMONA,5250013A,2102,207,N,987,POLLING PLACE,186,87,88,
POMONA,5250013A,2102,207,N,,VBM PORTION,80,39,38,
POMONA,5250013A,2102,207,N,987,TOTAL,266,126,126,
POMONA,5250014A,2103,207,N,1188,POLLING PLACE,218,101,107,
POMONA,5250014A,2103,207,N,,VBM PORTION,89,40,46,
POMONA,5250014A,2103,207,N,1188,TOTAL,307,141,153,
POMONA,5250016B,2104,207,N,1275,POLLING PLACE,259,94,143,
POMONA,5250016B,2104,207,N,,VBM PORTION,119,45,68,
POMONA,5250016B,2104,207,N,1275,TOTAL,378,139,211,
POMONA,5250017A,2105,204,N,458,POLLING PLACE,60,5,50,
POMONA,5250017A,2105,204,N,,VBM PORTION,10,3,6,
POMONA,5250017A,2105,204,N,458,TOTAL,70,8,56,
POMONA,5250018A,2106,205,N,765,POLLING PLACE,57,24,30,
POMONA,5250018A,2106,205,N,,VBM PORTION,44,18,19,
POMONA,5250018A,2106,205,N,765,TOTAL,101,42,49,
POMONA,5250021A,2107,208,N,1152,POLLING PLACE,172,49,113,
POMONA,5250021A,2107,208,N,,VBM PORTION,42,7,32,
POMONA,5250021A,2107,208,N,1152,TOTAL,214,56,145,
POMONA,5250022A,2108,207,N,770,POLLING PLACE,103,16,75,
POMONA,5250022A,2108,207,N,,VBM PORTION,30,3,27,
POMONA,5250022A,2108,207,N,770,TOTAL,133,19,102,
POMONA,5250023A,2109,207,N,1139,POLLING PLACE,162,35,117,
POMONA,5250023A,2109,207,N,,VBM PORTION,56,12,40,
POMONA,5250023A,2109,207,N,1139,TOTAL,218,47,157,
POMONA,5250024A,2110,207,N,821,POLLING PLACE,122,17,97,
POMONA,5250024A,2110,207,N,,VBM PORTION,33,6,22,
POMONA,5250024A,2110,207,N,821,TOTAL,155,23,119,
POMONA,5250025A,2111,207,N,966,POLLING PLACE,119,26,79,
POMONA,5250025A,2111,207,N,,VBM PORTION,33,9,21,
POMONA,5250025A,2111,207,N,966,TOTAL,152,35,100,
POMONA,5250028A,2112,208,N,450,POLLING PLACE,61,13,39,
POMONA,5250028A,2112,208,N,,VBM PORTION,11,4,6,
POMONA,5250028A,2112,208,N,450,TOTAL,72,17,45,
POMONA,5250028D,2113,207,N,600,POLLING PLACE,62,15,45,
POMONA,5250028D,2113,207,N,,VBM PORTION,9,6,3,
POMONA,5250028D,2113,207,N,600,TOTAL,71,21,48,
POMONA,5250029A,2114,207,N,1158,POLLING PLACE,185,54,116,
POMONA,5250029A,2114,207,N,,VBM PORTION,58,18,36,
POMONA,5250029A,2114,207,N,1158,TOTAL,243,72,152,
POMONA,5250030A,2115,207,N,1024,POLLING PLACE,117,41,63,
POMONA,5250030A,2115,207,N,,VBM PORTION,38,19,17,
POMONA,5250030A,2115,207,N,1024,TOTAL,155,60,80,
POMONA,5250034B,2116,207,N,1199,POLLING PLACE,246,86,146,
POMONA,5250034B,2116,207,N,,VBM PORTION,104,38,58,
POMONA,5250034B,2116,207,N,1199,TOTAL,350,124,204,
POMONA,5250038A,2117,207,N,1063,POLLING PLACE,198,63,129,
POMONA,5250038A,2117,207,N,,VBM PORTION,71,21,44,
POMONA,5250038A,2117,207,N,1063,TOTAL,269,84,173,
POMONA,5250041A,2118,207,N,1166,POLLING PLACE,195,42,140,
POMONA,5250041A,2118,207,N,,VBM PORTION,42,13,25,
POMONA,5250041A,2118,207,N,1166,TOTAL,237,55,165,
POMONA,5250042A,2119,207,N,1005,POLLING PLACE,174,47,118,
POMONA,5250042A,2119,207,N,,VBM PORTION,52,16,35,
POMONA,5250042A,2119,207,N,1005,TOTAL,226,63,153,
POMONA,5250044D,2120,208,N,504,POLLING PLACE,72,15,52,
POMONA,5250044D,2120,208,N,,VBM PORTION,14,6,7,
POMONA,5250044D,2120,208,N,504,TOTAL,86,21,59,
POMONA,5250046D,2121,207,N,876,POLLING PLACE,118,19,95,
POMONA,5250046D,2121,207,N,,VBM PORTION,46,9,36,
POMONA,5250046D,2121,207,N,876,TOTAL,164,28,131,
POMONA,5250049A,2122,204,N,1026,POLLING PLACE,136,25,102,
POMONA,5250049A,2122,204,N,,VBM PORTION,35,13,22,
POMONA,5250049A,2122,204,N,1026,TOTAL,171,38,124,
POMONA,5250050A,2123,207,N,812,POLLING PLACE,149,46,92,
POMONA,5250050A,2123,207,N,,VBM PORTION,31,17,13,
POMONA,5250050A,2123,207,N,812,TOTAL,180,63,105,
POMONA,5250053A,2124,207,N,1218,POLLING PLACE,141,30,102,
POMONA,5250053A,2124,207,N,,VBM PORTION,31,21,8,
