LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JACQUELINE H LEWIS,DAYAN MATHAI,
LOS ANGELES,9001283B,3655,222,N,,VBM PORTION,122,59,23,
LOS ANGELES,9001283B,3655,222,N,1343,TOTAL,358,186,67,
LOS ANGELES,9001283C,6281,223,Y,16,POLLING PLACE,,,,
LOS ANGELES,9001283C,6281,223,Y,,VBM PORTION,1,,,
LOS ANGELES,9001283C,6281,223,Y,16,TOTAL,1,,,
LOS ANGELES,9001284A,3656,222,N,1225,POLLING PLACE,222,108,48,
LOS ANGELES,9001284A,3656,222,N,,VBM PORTION,80,34,21,
LOS ANGELES,9001284A,3656,222,N,1225,TOTAL,302,142,69,
LOS ANGELES,9001288A,3657,216,N,859,POLLING PLACE,127,60,36,
LOS ANGELES,9001288A,3657,216,N,,VBM PORTION,97,35,35,
LOS ANGELES,9001288A,3657,216,N,859,TOTAL,224,95,71,
LOS ANGELES,9001290A,3658,228,N,1170,POLLING PLACE,316,167,58,
LOS ANGELES,9001290A,3658,228,N,,VBM PORTION,120,59,17,
LOS ANGELES,9001290A,3658,228,N,1170,TOTAL,436,226,75,
LOS ANGELES,9001291A,3659,228,N,1071,POLLING PLACE,159,79,42,
LOS ANGELES,9001291A,3659,228,N,,VBM PORTION,43,25,7,
LOS ANGELES,9001291A,3659,228,N,1071,TOTAL,202,104,49,
LOS ANGELES,9001296A,3660,185,N,1135,POLLING PLACE,195,97,40,
LOS ANGELES,9001296A,3660,185,N,,VBM PORTION,74,35,18,
LOS ANGELES,9001296A,3660,185,N,1135,TOTAL,269,132,58,
LOS ANGELES,9001299B,3661,185,N,1192,POLLING PLACE,195,89,44,
LOS ANGELES,9001299B,3661,185,N,,VBM PORTION,111,37,26,
LOS ANGELES,9001299B,3661,185,N,1192,TOTAL,306,126,70,
LOS ANGELES,9001303A,3662,185,N,1211,POLLING PLACE,217,118,38,
LOS ANGELES,9001303A,3662,185,N,,VBM PORTION,75,26,21,
LOS ANGELES,9001303A,3662,185,N,1211,TOTAL,292,144,59,
LOS ANGELES,9001304A,6282,323,Y,1,POLLING PLACE,,,,
LOS ANGELES,9001304A,6282,323,Y,,VBM PORTION,,,,
LOS ANGELES,9001304A,6282,323,Y,1,TOTAL,,,,
LOS ANGELES,9001306A,3663,183,N,1138,POLLING PLACE,312,129,85,
LOS ANGELES,9001306A,3663,183,N,,VBM PORTION,163,60,40,
LOS ANGELES,9001306A,3663,183,N,1138,TOTAL,475,189,125,
LOS ANGELES,9001307A,3664,183,N,1197,POLLING PLACE,279,129,68,
LOS ANGELES,9001307A,3664,183,N,,VBM PORTION,145,62,28,
LOS ANGELES,9001307A,3664,183,N,1197,TOTAL,424,191,96,
LOS ANGELES,9001309A,3665,214,N,1015,POLLING PLACE,155,74,52,
LOS ANGELES,9001309A,3665,214,N,,VBM PORTION,92,19,38,
LOS ANGELES,9001309A,3665,214,N,1015,TOTAL,247,93,90,
LOS ANGELES,9001310A,3666,183,N,1132,POLLING PLACE,242,108,41,
LOS ANGELES,9001310A,3666,183,N,,VBM PORTION,132,53,34,
LOS ANGELES,9001310A,3666,183,N,1132,TOTAL,374,161,75,
LOS ANGELES,9001312A,3667,183,N,779,POLLING PLACE,161,78,38,
LOS ANGELES,9001312A,3667,183,N,,VBM PORTION,53,32,8,
LOS ANGELES,9001312A,3667,183,N,779,TOTAL,214,110,46,
LOS ANGELES,9001314A,3668,309,N,1173,POLLING PLACE,127,89,26,
LOS ANGELES,9001314A,3668,309,N,,VBM PORTION,51,29,15,
LOS ANGELES,9001314A,3668,309,N,1173,TOTAL,178,118,41,
LOS ANGELES,9001316A,3669,183,N,1177,POLLING PLACE,239,113,48,
LOS ANGELES,9001316A,3669,183,N,,VBM PORTION,93,29,26,
LOS ANGELES,9001316A,3669,183,N,1177,TOTAL,332,142,74,
LOS ANGELES,9001318A,3670,183,N,1242,POLLING PLACE,197,82,51,
LOS ANGELES,9001318A,3670,183,N,,VBM PORTION,90,38,19,
LOS ANGELES,9001318A,3670,183,N,1242,TOTAL,287,120,70,
LOS ANGELES,9001320A,3671,229,N,501,POLLING PLACE,118,71,20,
LOS ANGELES,9001320A,3671,229,N,,VBM PORTION,57,30,7,
LOS ANGELES,9001320A,3671,229,N,501,TOTAL,175,101,27,
LOS ANGELES,9001323A,3672,360,N,961,POLLING PLACE,191,97,57,
LOS ANGELES,9001323A,3672,360,N,,VBM PORTION,42,14,23,
LOS ANGELES,9001323A,3672,360,N,961,TOTAL,233,111,80,
LOS ANGELES,9001325A,3673,311,N,1036,POLLING PLACE,113,66,25,
LOS ANGELES,9001325A,3673,311,N,,VBM PORTION,32,20,5,
LOS ANGELES,9001325A,3673,311,N,1036,TOTAL,145,86,30,
LOS ANGELES,9001326A,3674,183,N,1107,POLLING PLACE,141,64,27,
LOS ANGELES,9001326A,3674,183,N,,VBM PORTION,99,39,27,
LOS ANGELES,9001326A,3674,183,N,1107,TOTAL,240,103,54,
LOS ANGELES,9001329A,3675,220,N,1303,POLLING PLACE,310,138,72,
LOS ANGELES,9001329A,3675,220,N,,VBM PORTION,162,65,37,
LOS ANGELES,9001329A,3675,220,N,1303,TOTAL,472,203,109,
LOS ANGELES,9001330A,3676,220,N,697,POLLING PLACE,41,12,12,
LOS ANGELES,9001330A,3676,220,N,,VBM PORTION,,,,
LOS ANGELES,9001330A,3676,220,N,697,TOTAL,41,12,12,
LOS ANGELES,9001331A,3677,220,N,890,POLLING PLACE,185,82,42,
LOS ANGELES,9001331A,3677,220,N,,VBM PORTION,93,42,18,
LOS ANGELES,9001331A,3677,220,N,890,TOTAL,278,124,60,
LOS ANGELES,9001332A,3678,220,N,965,POLLING PLACE,230,95,70,
LOS ANGELES,9001332A,3678,220,N,,VBM PORTION,139,57,35,
LOS ANGELES,9001332A,3678,220,N,965,TOTAL,369,152,105,
LOS ANGELES,9001334A,3679,220,N,1419,POLLING PLACE,225,95,63,
LOS ANGELES,9001334A,3679,220,N,,VBM PORTION,230,93,44,
LOS ANGELES,9001334A,3679,220,N,1419,TOTAL,455,188,107,
LOS ANGELES,9001336A,3680,220,N,907,POLLING PLACE,39,22,10,
LOS ANGELES,9001336A,3680,220,N,,VBM PORTION,8,3,1,
LOS ANGELES,9001336A,3680,220,N,907,TOTAL,47,25,11,
LOS ANGELES,9001338A,3681,220,N,950,POLLING PLACE,91,40,22,
LOS ANGELES,9001338A,3681,220,N,,VBM PORTION,27,9,8,
LOS ANGELES,9001338A,3681,220,N,950,TOTAL,118,49,30,
LOS ANGELES,9001341A,3682,220,N,988,POLLING PLACE,138,60,31,
LOS ANGELES,9001341A,3682,220,N,,VBM PORTION,26,15,5,
LOS ANGELES,9001341A,3682,220,N,988,TOTAL,164,75,36,
LOS ANGELES,9001342A,3683,183,N,724,POLLING PLACE,225,117,43,
LOS ANGELES,9001342A,3683,183,N,,VBM PORTION,58,26,12,
LOS ANGELES,9001342A,3683,183,N,724,TOTAL,283,143,55,
LOS ANGELES,9001343A,3684,183,N,1434,POLLING PLACE,318,161,71,
LOS ANGELES,9001343A,3684,183,N,,VBM PORTION,186,64,54,
LOS ANGELES,9001343A,3684,183,N,1434,TOTAL,504,225,125,
LOS ANGELES,9001344B,3685,200,N,942,POLLING PLACE,141,49,59,
LOS ANGELES,9001344B,3685,200,N,,VBM PORTION,52,22,22,
LOS ANGELES,9001344B,3685,200,N,942,TOTAL,193,71,81,
LOS ANGELES,9001346A,3686,220,N,710,POLLING PLACE,20,10,2,
LOS ANGELES,9001346A,3686,220,N,,VBM PORTION,1,,1,
LOS ANGELES,9001346A,3686,220,N,710,TOTAL,21,10,3,
LOS ANGELES,9001348A,3687,216,N,735,POLLING PLACE,83,48,17,
LOS ANGELES,9001348A,3687,216,N,,VBM PORTION,49,15,17,
LOS ANGELES,9001348A,3687,216,N,735,TOTAL,132,63,34,
LOS ANGELES,9001350A,3688,183,N,1045,POLLING PLACE,194,85,63,
LOS ANGELES,9001350A,3688,183,N,,VBM PORTION,144,51,45,
LOS ANGELES,9001350A,3688,183,N,1045,TOTAL,338,136,108,
LOS ANGELES,9001352A,3689,183,N,1298,POLLING PLACE,274,87,87,
LOS ANGELES,9001352A,3689,183,N,,VBM PORTION,148,46,43,
LOS ANGELES,9001352A,3689,183,N,1298,TOTAL,422,133,130,
LOS ANGELES,9001353A,3690,200,N,1025,POLLING PLACE,171,66,67,
LOS ANGELES,9001353A,3690,200,N,,VBM PORTION,34,16,12,
LOS ANGELES,9001353A,3690,200,N,1025,TOTAL,205,82,79,
LOS ANGELES,9001354A,3691,183,N,460,POLLING PLACE,115,68,19,
LOS ANGELES,9001354A,3691,183,N,,VBM PORTION,76,30,19,
LOS ANGELES,9001354A,3691,183,N,460,TOTAL,191,98,38,
LOS ANGELES,9001355A,3692,183,N,574,POLLING PLACE,124,61,25,
LOS ANGELES,9001355A,3692,183,N,,VBM PORTION,87,39,13,
LOS ANGELES,9001355A,3692,183,N,574,TOTAL,211,100,38,
LOS ANGELES,9001357A,3693,183,N,972,POLLING PLACE,287,129,74,
LOS ANGELES,9001357A,3693,183,N,,VBM PORTION,136,64,28,
LOS ANGELES,9001357A,3693,183,N,972,TOTAL,423,193,102,
LOS ANGELES,9001358A,3694,183,N,846,POLLING PLACE,184,83,44,
LOS ANGELES,9001358A,3694,183,N,,VBM PORTION,141,43,34,
LOS ANGELES,9001358A,3694,183,N,846,TOTAL,325,126,78,
LOS ANGELES,9001361A,3695,183,N,875,POLLING PLACE,252,120,37,
LOS ANGELES,9001361A,3695,183,N,,VBM PORTION,89,42,18,
LOS ANGELES,9001361A,3695,183,N,875,TOTAL,341,162,55,
LOS ANGELES,9001364A,3696,183,N,745,POLLING PLACE,109,48,25,
LOS ANGELES,9001364A,3696,183,N,,VBM PORTION,150,60,35,
LOS ANGELES,9001364A,3696,183,N,745,TOTAL,259,108,60,
LOS ANGELES,9001366A,3697,183,N,829,POLLING PLACE,155,76,33,
LOS ANGELES,9001366A,3697,183,N,,VBM PORTION,125,44,24,
LOS ANGELES,9001366A,3697,183,N,829,TOTAL,280,120,57,
LOS ANGELES,9001370A,3698,216,N,569,POLLING PLACE,25,12,8,
LOS ANGELES,9001370A,3698,216,N,,VBM PORTION,5,3,1,
LOS ANGELES,9001370A,3698,216,N,569,TOTAL,30,15,9,
LOS ANGELES,9001370B,3699,216,N,741,POLLING PLACE,13,5,6,
LOS ANGELES,9001370B,3699,216,N,,VBM PORTION,3,1,,
LOS ANGELES,9001370B,3699,216,N,741,TOTAL,16,6,6,
LOS ANGELES,9001374A,3700,183,N,1135,POLLING PLACE,356,167,90,
LOS ANGELES,9001374A,3700,183,N,,VBM PORTION,152,60,36,
LOS ANGELES,9001374A,3700,183,N,1135,TOTAL,508,227,126,
LOS ANGELES,9001381C,3701,234,N,648,POLLING PLACE,127,69,25,
LOS ANGELES,9001381C,3701,234,N,,VBM PORTION,31,13,6,
LOS ANGELES,9001381C,3701,234,N,648,TOTAL,158,82,31,
LOS ANGELES,9001382A,3702,183,N,1083,POLLING PLACE,311,137,77,
LOS ANGELES,9001382A,3702,183,N,,VBM PORTION,106,43,31,
LOS ANGELES,9001382A,3702,183,N,1083,TOTAL,417,180,108,
LOS ANGELES,9001384A,3703,368,N,790,POLLING PLACE,82,43,30,
LOS ANGELES,9001384A,3703,368,N,,VBM PORTION,11,3,8,
LOS ANGELES,9001384A,3703,368,N,790,TOTAL,93,46,38,
LOS ANGELES,9001389A,3704,322,N,677,POLLING PLACE,201,81,64,
LOS ANGELES,9001389A,3704,322,N,,VBM PORTION,50,25,19,
LOS ANGELES,9001389A,3704,322,N,677,TOTAL,251,106,83,
LOS ANGELES,9001390A,6283,327,Y,18,POLLING PLACE,,,,
LOS ANGELES,9001390A,6283,327,Y,,VBM PORTION,1,1,,
LOS ANGELES,9001390A,6283,327,Y,18,TOTAL,1,1,,
LOS ANGELES,9001391A,3705,183,N,1019,POLLING PLACE,203,99,47,
LOS ANGELES,9001391A,3705,183,N,,VBM PORTION,98,29,30,
LOS ANGELES,9001391A,3705,183,N,1019,TOTAL,301,128,77,
LOS ANGELES,9001395A,3706,327,N,1120,POLLING PLACE,234,74,89,
LOS ANGELES,9001395A,3706,327,N,,VBM PORTION,69,27,29,
LOS ANGELES,9001395A,3706,327,N,1120,TOTAL,303,101,118,
LOS ANGELES,9001402A,3707,183,N,755,POLLING PLACE,101,44,29,
LOS ANGELES,9001402A,3707,183,N,,VBM PORTION,125,35,34,
LOS ANGELES,9001402A,3707,183,N,755,TOTAL,226,79,63,
LOS ANGELES,9001405A,3708,393,N,1033,POLLING PLACE,184,60,75,
LOS ANGELES,9001405A,3708,393,N,,VBM PORTION,70,27,26,
LOS ANGELES,9001405A,3708,393,N,1033,TOTAL,254,87,101,
LOS ANGELES,9001407B,3709,216,N,901,POLLING PLACE,57,35,12,
LOS ANGELES,9001407B,3709,216,N,,VBM PORTION,46,14,20,
LOS ANGELES,9001407B,3709,216,N,901,TOTAL,103,49,32,
LOS ANGELES,9001408A,3710,183,N,628,POLLING PLACE,119,50,21,
LOS ANGELES,9001408A,3710,183,N,,VBM PORTION,78,29,17,
LOS ANGELES,9001408A,3710,183,N,628,TOTAL,197,79,38,
LOS ANGELES,9001410A,3711,214,N,1072,POLLING PLACE,109,51,36,
LOS ANGELES,9001410A,3711,214,N,,VBM PORTION,35,20,12,
LOS ANGELES,9001410A,3711,214,N,1072,TOTAL,144,71,48,
LOS ANGELES,9001413A,3712,183,N,1187,POLLING PLACE,198,96,48,
LOS ANGELES,9001413A,3712,183,N,,VBM PORTION,179,67,49,
LOS ANGELES,9001413A,3712,183,N,1187,TOTAL,377,163,97,
LOS ANGELES,9001418A,3713,183,N,938,POLLING PLACE,210,88,53,
LOS ANGELES,9001418A,3713,183,N,,VBM PORTION,117,48,33,
LOS ANGELES,9001418A,3713,183,N,938,TOTAL,327,136,86,
LOS ANGELES,9001418G,6284,183,Y,14,POLLING PLACE,,,,
LOS ANGELES,9001418G,6284,183,Y,,VBM PORTION,3,1,,
LOS ANGELES,9001418G,6284,183,Y,14,TOTAL,3,1,,
LOS ANGELES,9001419A,3714,200,N,1159,POLLING PLACE,179,73,67,
LOS ANGELES,9001419A,3714,200,N,,VBM PORTION,38,15,15,
LOS ANGELES,9001419A,3714,200,N,1159,TOTAL,217,88,82,
LOS ANGELES,9001421A,3715,179,N,1223,POLLING PLACE,230,120,44,
LOS ANGELES,9001421A,3715,179,N,,VBM PORTION,40,16,11,
LOS ANGELES,9001421A,3715,179,N,1223,TOTAL,270,136,55,
LOS ANGELES,9001423C,3716,360,N,695,POLLING PLACE,138,35,58,
LOS ANGELES,9001423C,3716,360,N,,VBM PORTION,70,19,25,
LOS ANGELES,9001423C,3716,360,N,695,TOTAL,208,54,83,
LOS ANGELES,9001426A,3717,179,N,1186,POLLING PLACE,182,88,44,
LOS ANGELES,9001426A,3717,179,N,,VBM PORTION,60,22,21,
LOS ANGELES,9001426A,3717,179,N,1186,TOTAL,242,110,65,
LOS ANGELES,9001428A,3718,179,N,1168,POLLING PLACE,234,123,49,
LOS ANGELES,9001428A,3718,179,N,,VBM PORTION,85,34,18,
LOS ANGELES,9001428A,3718,179,N,1168,TOTAL,319,157,67,
LOS ANGELES,9001429A,3719,179,N,1192,POLLING PLACE,260,122,63,
LOS ANGELES,9001429A,3719,179,N,,VBM PORTION,84,40,17,
LOS ANGELES,9001429A,3719,179,N,1192,TOTAL,344,162,80,
LOS ANGELES,9001433A,3720,179,N,1203,POLLING PLACE,219,118,41,
LOS ANGELES,9001433A,3720,179,N,,VBM PORTION,83,33,14,
LOS ANGELES,9001433A,3720,179,N,1203,TOTAL,302,151,55,
LOS ANGELES,9001434A,3721,361,N,996,POLLING PLACE,166,114,24,
LOS ANGELES,9001434A,3721,361,N,,VBM PORTION,34,24,4,
LOS ANGELES,9001434A,3721,361,N,996,TOTAL,200,138,28,
LOS ANGELES,9001435C,3722,179,N,1115,POLLING PLACE,237,117,50,
LOS ANGELES,9001435C,3722,179,N,,VBM PORTION,74,33,21,
LOS ANGELES,9001435C,3722,179,N,1115,TOTAL,311,150,71,
LOS ANGELES,9001436A,3723,179,N,1077,POLLING PLACE,228,121,49,
LOS ANGELES,9001436A,3723,179,N,,VBM PORTION,46,18,14,
LOS ANGELES,9001436A,3723,179,N,1077,TOTAL,274,139,63,
LOS ANGELES,9001436B,3724,179,N,847,POLLING PLACE,195,88,50,
LOS ANGELES,9001436B,3724,179,N,,VBM PORTION,39,22,10,
LOS ANGELES,9001436B,3724,179,N,847,TOTAL,234,110,60,
LOS ANGELES,9001438A,3725,183,N,1155,POLLING PLACE,149,62,44,
LOS ANGELES,9001438A,3725,183,N,,VBM PORTION,115,56,20,
LOS ANGELES,9001438A,3725,183,N,1155,TOTAL,264,118,64,
LOS ANGELES,9001439B,3726,368,N,791,POLLING PLACE,86,43,36,
LOS ANGELES,9001439B,3726,368,N,,VBM PORTION,28,9,13,
LOS ANGELES,9001439B,3726,368,N,791,TOTAL,114,52,49,
LOS ANGELES,9001441A,3727,183,N,1061,POLLING PLACE,155,67,37,
LOS ANGELES,9001441A,3727,183,N,,VBM PORTION,78,33,19,
LOS ANGELES,9001441A,3727,183,N,1061,TOTAL,233,100,56,
LOS ANGELES,9001442A,3728,183,N,815,POLLING PLACE,102,34,28,
LOS ANGELES,9001442A,3728,183,N,,VBM PORTION,80,33,11,
LOS ANGELES,9001442A,3728,183,N,815,TOTAL,182,67,39,
LOS ANGELES,9001444A,3729,185,N,1222,POLLING PLACE,177,77,52,
LOS ANGELES,9001444A,3729,185,N,,VBM PORTION,77,31,16,
LOS ANGELES,9001444A,3729,185,N,1222,TOTAL,254,108,68,
LOS ANGELES,9001449A,3730,185,N,1204,POLLING PLACE,187,93,49,
LOS ANGELES,9001449A,3730,185,N,,VBM PORTION,89,42,23,
LOS ANGELES,9001449A,3730,185,N,1204,TOTAL,276,135,72,
LOS ANGELES,9001450A,3731,186,N,524,POLLING PLACE,125,62,26,
LOS ANGELES,9001450A,3731,186,N,,VBM PORTION,42,20,15,
LOS ANGELES,9001450A,3731,186,N,524,TOTAL,167,82,41,
LOS ANGELES,9001451A,3732,59,N,1115,POLLING PLACE,212,118,47,
LOS ANGELES,9001451A,3732,59,N,,VBM PORTION,38,13,16,
LOS ANGELES,9001451A,3732,59,N,1115,TOTAL,250,131,63,
LOS ANGELES,9001452A,3733,226,N,1302,POLLING PLACE,351,162,85,
LOS ANGELES,9001452A,3733,226,N,,VBM PORTION,124,52,22,
LOS ANGELES,9001452A,3733,226,N,1302,TOTAL,475,214,107,
LOS ANGELES,9001453A,3734,310,N,786,POLLING PLACE,163,90,40,
LOS ANGELES,9001453A,3734,310,N,,VBM PORTION,16,11,3,
LOS ANGELES,9001453A,3734,310,N,786,TOTAL,179,101,43,
LOS ANGELES,9001454A,3735,226,N,1060,POLLING PLACE,277,131,61,
LOS ANGELES,9001454A,3735,226,N,,VBM PORTION,118,47,28,
LOS ANGELES,9001454A,3735,226,N,1060,TOTAL,395,178,89,
LOS ANGELES,9001455A,3736,228,N,807,POLLING PLACE,202,92,41,
LOS ANGELES,9001455A,3736,228,N,,VBM PORTION,61,33,13,
LOS ANGELES,9001455A,3736,228,N,807,TOTAL,263,125,54,
LOS ANGELES,9001456A,3737,228,N,1268,POLLING PLACE,392,199,71,
LOS ANGELES,9001456A,3737,228,N,,VBM PORTION,118,55,20,
LOS ANGELES,9001456A,3737,228,N,1268,TOTAL,510,254,91,
LOS ANGELES,9001457A,3738,187,N,1245,POLLING PLACE,227,97,62,
LOS ANGELES,9001457A,3738,187,N,,VBM PORTION,127,53,33,
LOS ANGELES,9001457A,3738,187,N,1245,TOTAL,354,150,95,
LOS ANGELES,9001461A,3739,187,N,1005,POLLING PLACE,157,59,56,
LOS ANGELES,9001461A,3739,187,N,,VBM PORTION,44,16,19,
LOS ANGELES,9001461A,3739,187,N,1005,TOTAL,201,75,75,
LOS ANGELES,9001463A,3740,187,N,1109,POLLING PLACE,198,77,56,
LOS ANGELES,9001463A,3740,187,N,,VBM PORTION,97,42,25,
LOS ANGELES,9001463A,3740,187,N,1109,TOTAL,295,119,81,
LOS ANGELES,9001465C,3741,228,N,1239,POLLING PLACE,265,96,88,
LOS ANGELES,9001465C,3741,228,N,,VBM PORTION,149,46,47,
LOS ANGELES,9001465C,3741,228,N,1239,TOTAL,414,142,135,
LOS ANGELES,9001469A,3742,214,N,953,POLLING PLACE,154,64,60,
LOS ANGELES,9001469A,3742,214,N,,VBM PORTION,28,13,15,
LOS ANGELES,9001469A,3742,214,N,953,TOTAL,182,77,75,
LOS ANGELES,9001470B,3743,228,N,812,POLLING PLACE,137,68,32,
LOS ANGELES,9001470B,3743,228,N,,VBM PORTION,52,25,14,
LOS ANGELES,9001470B,3743,228,N,812,TOTAL,189,93,46,
LOS ANGELES,9001471A,3744,228,N,848,POLLING PLACE,219,86,53,
LOS ANGELES,9001471A,3744,228,N,,VBM PORTION,89,33,16,
LOS ANGELES,9001471A,3744,228,N,848,TOTAL,308,119,69,
LOS ANGELES,9001472A,3745,228,N,1311,POLLING PLACE,379,148,102,
LOS ANGELES,9001472A,3745,228,N,,VBM PORTION,133,60,21,
LOS ANGELES,9001472A,3745,228,N,1311,TOTAL,512,208,123,
LOS ANGELES,9001473A,3746,360,N,1027,POLLING PLACE,112,63,36,
LOS ANGELES,9001473A,3746,360,N,,VBM PORTION,41,17,13,
LOS ANGELES,9001473A,3746,360,N,1027,TOTAL,153,80,49,
LOS ANGELES,9001474C,3747,228,N,993,POLLING PLACE,252,119,56,
LOS ANGELES,9001474C,3747,228,N,,VBM PORTION,111,52,24,
LOS ANGELES,9001474C,3747,228,N,993,TOTAL,363,171,80,
LOS ANGELES,9001480A,3748,185,N,1116,POLLING PLACE,215,81,72,
LOS ANGELES,9001480A,3748,185,N,,VBM PORTION,49,22,6,
LOS ANGELES,9001480A,3748,185,N,1116,TOTAL,264,103,78,
LOS ANGELES,9001482A,3749,228,N,928,POLLING PLACE,154,72,39,
LOS ANGELES,9001482A,3749,228,N,,VBM PORTION,57,28,15,
LOS ANGELES,9001482A,3749,228,N,928,TOTAL,211,100,54,
LOS ANGELES,9001483A,3750,393,N,1125,POLLING PLACE,234,94,87,
LOS ANGELES,9001483A,3750,393,N,,VBM PORTION,112,40,43,
LOS ANGELES,9001483A,3750,393,N,1125,TOTAL,346,134,130,
LOS ANGELES,9001484A,3751,393,N,1053,POLLING PLACE,183,75,61,
LOS ANGELES,9001484A,3751,393,N,,VBM PORTION,109,46,33,
LOS ANGELES,9001484A,3751,393,N,1053,TOTAL,292,121,94,
LOS ANGELES,9001485A,3752,228,N,1058,POLLING PLACE,159,72,41,
LOS ANGELES,9001485A,3752,228,N,,VBM PORTION,52,28,14,
LOS ANGELES,9001485A,3752,228,N,1058,TOTAL,211,100,55,
LOS ANGELES,9001488B,3753,198,N,699,POLLING PLACE,112,48,42,
LOS ANGELES,9001488B,3753,198,N,,VBM PORTION,15,4,4,
LOS ANGELES,9001488B,3753,198,N,699,TOTAL,127,52,46,
LOS ANGELES,9001489A,3754,325,N,1263,POLLING PLACE,241,91,81,
LOS ANGELES,9001489A,3754,325,N,,VBM PORTION,87,29,26,
LOS ANGELES,9001489A,3754,325,N,1263,TOTAL,328,120,107,
LOS ANGELES,9001489C,6285,326,Y,29,POLLING PLACE,,,,
LOS ANGELES,9001489C,6285,326,Y,,VBM PORTION,2,1,,
LOS ANGELES,9001489C,6285,326,Y,29,TOTAL,2,1,,
LOS ANGELES,9001490A,3755,228,N,1110,POLLING PLACE,173,97,33,
LOS ANGELES,9001490A,3755,228,N,,VBM PORTION,50,23,13,
LOS ANGELES,9001490A,3755,228,N,1110,TOTAL,223,120,46,
LOS ANGELES,9001492A,3756,228,N,1258,POLLING PLACE,235,127,50,
LOS ANGELES,9001492A,3756,228,N,,VBM PORTION,83,37,17,
LOS ANGELES,9001492A,3756,228,N,1258,TOTAL,318,164,67,
LOS ANGELES,9001499A,3757,214,N,1176,POLLING PLACE,221,74,84,
LOS ANGELES,9001499A,3757,214,N,,VBM PORTION,72,28,24,
LOS ANGELES,9001499A,3757,214,N,1176,TOTAL,293,102,108,
LOS ANGELES,9001502A,3758,228,N,706,POLLING PLACE,133,60,41,
LOS ANGELES,9001502A,3758,228,N,,VBM PORTION,41,12,17,
LOS ANGELES,9001502A,3758,228,N,706,TOTAL,174,72,58,
LOS ANGELES,9001514A,3759,228,N,1115,POLLING PLACE,256,130,54,
LOS ANGELES,9001514A,3759,228,N,,VBM PORTION,79,42,16,
LOS ANGELES,9001514A,3759,228,N,1115,TOTAL,335,172,70,
LOS ANGELES,9001516A,3760,228,N,1188,POLLING PLACE,297,152,59,
LOS ANGELES,9001516A,3760,228,N,,VBM PORTION,116,39,18,
LOS ANGELES,9001516A,3760,228,N,1188,TOTAL,413,191,77,
LOS ANGELES,9001522A,3761,228,N,971,POLLING PLACE,166,88,33,
LOS ANGELES,9001522A,3761,228,N,,VBM PORTION,88,35,25,
LOS ANGELES,9001522A,3761,228,N,971,TOTAL,254,123,58,
LOS ANGELES,9001525A,3762,228,N,1183,POLLING PLACE,242,108,58,
LOS ANGELES,9001525A,3762,228,N,,VBM PORTION,112,33,25,
LOS ANGELES,9001525A,3762,228,N,1183,TOTAL,354,141,83,
LOS ANGELES,9001528C,3763,228,N,1377,POLLING PLACE,324,171,48,
LOS ANGELES,9001528C,3763,228,N,,VBM PORTION,132,66,23,
LOS ANGELES,9001528C,3763,228,N,1377,TOTAL,456,237,71,
LOS ANGELES,9001532A,3764,228,N,956,POLLING PLACE,137,66,32,
LOS ANGELES,9001532A,3764,228,N,,VBM PORTION,80,33,25,
LOS ANGELES,9001532A,3764,228,N,956,TOTAL,217,99,57,
LOS ANGELES,9001533A,3765,228,N,677,POLLING PLACE,119,53,27,
LOS ANGELES,9001533A,3765,228,N,,VBM PORTION,43,28,5,
LOS ANGELES,9001533A,3765,228,N,677,TOTAL,162,81,32,
LOS ANGELES,9001535A,3766,228,N,944,POLLING PLACE,146,78,32,
LOS ANGELES,9001535A,3766,228,N,,VBM PORTION,45,27,9,
LOS ANGELES,9001535A,3766,228,N,944,TOTAL,191,105,41,
LOS ANGELES,9001537A,3767,214,N,809,POLLING PLACE,97,43,32,
LOS ANGELES,9001537A,3767,214,N,,VBM PORTION,51,13,27,
LOS ANGELES,9001537A,3767,214,N,809,TOTAL,148,56,59,
LOS ANGELES,9001541A,3768,212,N,1282,POLLING PLACE,205,100,60,
LOS ANGELES,9001541A,3768,212,N,,VBM PORTION,101,43,30,
LOS ANGELES,9001541A,3768,212,N,1282,TOTAL,306,143,90,
LOS ANGELES,9001542A,3769,320,N,752,POLLING PLACE,153,76,34,
LOS ANGELES,9001542A,3769,320,N,,VBM PORTION,39,16,7,
LOS ANGELES,9001542A,3769,320,N,752,TOTAL,192,92,41,
LOS ANGELES,9001543A,3770,214,N,289,POLLING PLACE,49,20,21,
LOS ANGELES,9001543A,3770,214,N,,VBM PORTION,8,6,1,
LOS ANGELES,9001543A,3770,214,N,289,TOTAL,57,26,22,
LOS ANGELES,9001545A,3771,320,N,852,POLLING PLACE,170,85,32,
LOS ANGELES,9001545A,3771,320,N,,VBM PORTION,35,13,4,
LOS ANGELES,9001545A,3771,320,N,852,TOTAL,205,98,36,
LOS ANGELES,9001546A,3772,320,N,864,POLLING PLACE,184,82,49,
LOS ANGELES,9001546A,3772,320,N,,VBM PORTION,25,9,7,
LOS ANGELES,9001546A,3772,320,N,864,TOTAL,209,91,56,
LOS ANGELES,9001547A,3773,320,N,844,POLLING PLACE,214,103,47,
