LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JEROME E HORTON,G RICK MARSHALL,
PARAMOUNT,5100002A,1966,348,N,,VBM PORTION,23,18,5,
PARAMOUNT,5100002A,1966,348,N,1153,TOTAL,139,107,13,
PARAMOUNT,5100005A,1967,348,N,1006,POLLING PLACE,113,82,21,
PARAMOUNT,5100005A,1967,348,N,,VBM PORTION,13,10,2,
PARAMOUNT,5100005A,1967,348,N,1006,TOTAL,126,92,23,
PARAMOUNT,5100006A,1968,348,N,1100,POLLING PLACE,176,124,34,
PARAMOUNT,5100006A,1968,348,N,,VBM PORTION,58,42,8,
PARAMOUNT,5100006A,1968,348,N,1100,TOTAL,234,166,42,
PARAMOUNT,5100007A,1969,348,N,1047,POLLING PLACE,139,101,15,
PARAMOUNT,5100007A,1969,348,N,,VBM PORTION,34,23,10,
PARAMOUNT,5100007A,1969,348,N,1047,TOTAL,173,124,25,
PARAMOUNT,5100008A,1970,348,N,678,POLLING PLACE,83,42,34,
PARAMOUNT,5100008A,1970,348,N,,VBM PORTION,23,13,6,
PARAMOUNT,5100008A,1970,348,N,678,TOTAL,106,55,40,
PARAMOUNT,5100009A,1971,348,N,768,POLLING PLACE,93,55,26,
PARAMOUNT,5100009A,1971,348,N,,VBM PORTION,15,10,4,
PARAMOUNT,5100009A,1971,348,N,768,TOTAL,108,65,30,
PARAMOUNT,5100010A,1972,348,N,1010,POLLING PLACE,126,75,36,
PARAMOUNT,5100010A,1972,348,N,,VBM PORTION,14,6,3,
PARAMOUNT,5100010A,1972,348,N,1010,TOTAL,140,81,39,
PARAMOUNT,5100011A,1973,348,N,1088,POLLING PLACE,136,107,18,
PARAMOUNT,5100011A,1973,348,N,,VBM PORTION,26,22,4,
PARAMOUNT,5100011A,1973,348,N,1088,TOTAL,162,129,22,
PARAMOUNT,5100013A,1974,348,N,1057,POLLING PLACE,120,94,18,
PARAMOUNT,5100013A,1974,348,N,,VBM PORTION,22,15,7,
PARAMOUNT,5100013A,1974,348,N,1057,TOTAL,142,109,25,
PARAMOUNT,5100014A,1975,348,N,1094,POLLING PLACE,182,124,43,
PARAMOUNT,5100014A,1975,348,N,,VBM PORTION,59,40,14,
PARAMOUNT,5100014A,1975,348,N,1094,TOTAL,241,164,57,
PARAMOUNT,5100016A,1976,348,N,909,POLLING PLACE,122,75,36,
PARAMOUNT,5100016A,1976,348,N,,VBM PORTION,16,11,5,
PARAMOUNT,5100016A,1976,348,N,909,TOTAL,138,86,41,
PARAMOUNT,5100017A,1977,348,N,1124,POLLING PLACE,175,124,38,
PARAMOUNT,5100017A,1977,348,N,,VBM PORTION,36,22,8,
PARAMOUNT,5100017A,1977,348,N,1124,TOTAL,211,146,46,
PARAMOUNT,5100020A,1978,348,N,625,POLLING PLACE,112,76,27,
PARAMOUNT,5100020A,1978,348,N,,VBM PORTION,19,13,3,
PARAMOUNT,5100020A,1978,348,N,625,TOTAL,131,89,30,
PARAMOUNT,5100020F,1979,348,N,627,POLLING PLACE,68,44,18,
PARAMOUNT,5100020F,1979,348,N,,VBM PORTION,20,13,5,
PARAMOUNT,5100020F,1979,348,N,627,TOTAL,88,57,23,
PARAMOUNT,5100021A,1980,348,N,1121,POLLING PLACE,121,99,18,
PARAMOUNT,5100021A,1980,348,N,,VBM PORTION,34,27,5,
PARAMOUNT,5100021A,1980,348,N,1121,TOTAL,155,126,23,
PARAMOUNT,5100024B,1981,348,N,1133,POLLING PLACE,150,94,46,
PARAMOUNT,5100024B,1981,348,N,,VBM PORTION,39,23,12,
PARAMOUNT,5100024B,1981,348,N,1133,TOTAL,189,117,58,
PARAMOUNT,5100027A,1982,348,N,584,POLLING PLACE,41,31,8,
PARAMOUNT,5100027A,1982,348,N,,VBM PORTION,9,6,3,
PARAMOUNT,5100027A,1982,348,N,584,TOTAL,50,37,11,
PARAMOUNT,5100036A,1983,348,N,1133,POLLING PLACE,209,137,51,
PARAMOUNT,5100036A,1983,348,N,,VBM PORTION,45,19,23,
PARAMOUNT,5100036A,1983,348,N,1133,TOTAL,254,156,74,
PARAMOUNT,5100054A,1984,348,N,1078,POLLING PLACE,142,106,23,
PARAMOUNT,5100054A,1984,348,N,,VBM PORTION,34,27,6,
PARAMOUNT,5100054A,1984,348,N,1078,TOTAL,176,133,29,
PASADENA,5150002A,1985,85,N,538,POLLING PLACE,135,111,12,
PASADENA,5150002A,1985,85,N,,VBM PORTION,48,35,9,
PASADENA,5150002A,1985,85,N,538,TOTAL,183,146,21,
PASADENA,5150004A,1986,90,N,1318,POLLING PLACE,387,166,173,
PASADENA,5150004A,1986,90,N,,VBM PORTION,172,60,94,
PASADENA,5150004A,1986,90,N,1318,TOTAL,559,226,267,
PASADENA,5150005A,1987,85,N,986,POLLING PLACE,193,137,32,
PASADENA,5150005A,1987,85,N,,VBM PORTION,89,53,25,
PASADENA,5150005A,1987,85,N,986,TOTAL,282,190,57,
PASADENA,5150006B,1988,85,N,1064,POLLING PLACE,199,158,29,
PASADENA,5150006B,1988,85,N,,VBM PORTION,107,66,30,
PASADENA,5150006B,1988,85,N,1064,TOTAL,306,224,59,
PASADENA,5150007A,1989,85,N,994,POLLING PLACE,158,117,24,
PASADENA,5150007A,1989,85,N,,VBM PORTION,40,36,2,
PASADENA,5150007A,1989,85,N,994,TOTAL,198,153,26,
PASADENA,5150007B,6178,81,Y,,POLLING PLACE,,,,
PASADENA,5150007B,6178,81,Y,,VBM PORTION,,,,
PASADENA,5150007B,6178,81,Y,,TOTAL,,,,
PASADENA,5150008A,1990,85,N,955,POLLING PLACE,160,127,19,
PASADENA,5150008A,1990,85,N,,VBM PORTION,36,27,7,
PASADENA,5150008A,1990,85,N,955,TOTAL,196,154,26,
PASADENA,5150012A,1991,85,N,808,POLLING PLACE,88,72,8,
PASADENA,5150012A,1991,85,N,,VBM PORTION,23,15,5,
PASADENA,5150012A,1991,85,N,808,TOTAL,111,87,13,
PASADENA,5150014A,1992,90,N,1121,POLLING PLACE,325,125,167,
PASADENA,5150014A,1992,90,N,,VBM PORTION,209,74,103,
PASADENA,5150014A,1992,90,N,1121,TOTAL,534,199,270,
PASADENA,5150015A,1993,85,N,1268,POLLING PLACE,309,131,154,
PASADENA,5150015A,1993,85,N,,VBM PORTION,174,68,88,
PASADENA,5150015A,1993,85,N,1268,TOTAL,483,199,242,
PASADENA,5150020A,6179,103,Y,,POLLING PLACE,,,,
PASADENA,5150020A,6179,103,Y,,VBM PORTION,,,,
PASADENA,5150020A,6179,103,Y,,TOTAL,,,,
PASADENA,5150021B,1994,85,N,909,POLLING PLACE,197,136,43,
PASADENA,5150021B,1994,85,N,,VBM PORTION,51,34,10,
PASADENA,5150021B,1994,85,N,909,TOTAL,248,170,53,
PASADENA,5150025A,1995,85,N,1274,POLLING PLACE,320,226,65,
PASADENA,5150025A,1995,85,N,,VBM PORTION,89,53,19,
PASADENA,5150025A,1995,85,N,1274,TOTAL,409,279,84,
PASADENA,5150029A,1996,85,N,854,POLLING PLACE,139,92,27,
PASADENA,5150029A,1996,85,N,,VBM PORTION,35,17,14,
PASADENA,5150029A,1996,85,N,854,TOTAL,174,109,41,
PASADENA,5150033A,1997,85,N,817,POLLING PLACE,164,108,43,
PASADENA,5150033A,1997,85,N,,VBM PORTION,54,35,13,
PASADENA,5150033A,1997,85,N,817,TOTAL,218,143,56,
PASADENA,5150035A,1998,85,N,971,POLLING PLACE,240,122,97,
PASADENA,5150035A,1998,85,N,,VBM PORTION,87,33,45,
PASADENA,5150035A,1998,85,N,971,TOTAL,327,155,142,
PASADENA,5150037B,1999,85,N,1143,POLLING PLACE,300,170,102,
PASADENA,5150037B,1999,85,N,,VBM PORTION,142,59,65,
PASADENA,5150037B,1999,85,N,1143,TOTAL,442,229,167,
PASADENA,5150038A,2000,85,N,639,POLLING PLACE,158,84,59,
PASADENA,5150038A,2000,85,N,,VBM PORTION,82,28,44,
PASADENA,5150038A,2000,85,N,639,TOTAL,240,112,103,
PASADENA,5150038C,2001,86,N,293,POLLING PLACE,59,33,16,
PASADENA,5150038C,2001,86,N,,VBM PORTION,39,20,16,
PASADENA,5150038C,2001,86,N,293,TOTAL,98,53,32,
PASADENA,5150040A,2002,85,N,833,POLLING PLACE,141,98,28,
PASADENA,5150040A,2002,85,N,,VBM PORTION,51,29,16,
PASADENA,5150040A,2002,85,N,833,TOTAL,192,127,44,
PASADENA,5150041A,2003,85,N,1226,POLLING PLACE,202,159,27,
PASADENA,5150041A,2003,85,N,,VBM PORTION,73,44,22,
PASADENA,5150041A,2003,85,N,1226,TOTAL,275,203,49,
PASADENA,5150042A,2004,85,N,1144,POLLING PLACE,251,202,31,
PASADENA,5150042A,2004,85,N,,VBM PORTION,56,34,13,
PASADENA,5150042A,2004,85,N,1144,TOTAL,307,236,44,
PASADENA,5150043A,2005,85,N,1150,POLLING PLACE,120,98,14,
PASADENA,5150043A,2005,85,N,,VBM PORTION,51,38,7,
PASADENA,5150043A,2005,85,N,1150,TOTAL,171,136,21,
PASADENA,5150044A,2006,85,N,1182,POLLING PLACE,185,133,30,
PASADENA,5150044A,2006,85,N,,VBM PORTION,111,61,37,
PASADENA,5150044A,2006,85,N,1182,TOTAL,296,194,67,
PASADENA,5150045A,2007,85,N,1200,POLLING PLACE,157,118,26,
PASADENA,5150045A,2007,85,N,,VBM PORTION,55,47,5,
PASADENA,5150045A,2007,85,N,1200,TOTAL,212,165,31,
PASADENA,5150046A,2008,85,N,973,POLLING PLACE,114,71,20,
PASADENA,5150046A,2008,85,N,,VBM PORTION,32,27,5,
PASADENA,5150046A,2008,85,N,973,TOTAL,146,98,25,
PASADENA,5150049A,2009,85,N,1086,POLLING PLACE,282,178,83,
PASADENA,5150049A,2009,85,N,,VBM PORTION,83,51,28,
PASADENA,5150049A,2009,85,N,1086,TOTAL,365,229,111,
PASADENA,5150053A,2010,85,N,1109,POLLING PLACE,202,156,35,
PASADENA,5150053A,2010,85,N,,VBM PORTION,77,50,19,
PASADENA,5150053A,2010,85,N,1109,TOTAL,279,206,54,
PASADENA,5150057A,2011,85,N,1369,POLLING PLACE,250,169,57,
PASADENA,5150057A,2011,85,N,,VBM PORTION,102,67,29,
PASADENA,5150057A,2011,85,N,1369,TOTAL,352,236,86,
PASADENA,5150061B,2012,85,N,1136,POLLING PLACE,218,163,33,
PASADENA,5150061B,2012,85,N,,VBM PORTION,65,40,21,
PASADENA,5150061B,2012,85,N,1136,TOTAL,283,203,54,
PASADENA,5150063B,2013,89,N,111,POLLING PLACE,12,8,4,
PASADENA,5150063B,2013,89,N,,VBM PORTION,7,3,4,
PASADENA,5150063B,2013,89,N,111,TOTAL,19,11,8,
PASADENA,5150065A,2014,85,N,1206,POLLING PLACE,269,169,68,
PASADENA,5150065A,2014,85,N,,VBM PORTION,83,48,21,
PASADENA,5150065A,2014,85,N,1206,TOTAL,352,217,89,
PASADENA,5150066A,2015,85,N,1084,POLLING PLACE,155,102,39,
PASADENA,5150066A,2015,85,N,,VBM PORTION,52,33,13,
PASADENA,5150066A,2015,85,N,1084,TOTAL,207,135,52,
PASADENA,5150069A,2016,85,N,883,POLLING PLACE,131,88,28,
PASADENA,5150069A,2016,85,N,,VBM PORTION,53,30,19,
PASADENA,5150069A,2016,85,N,883,TOTAL,184,118,47,
PASADENA,5150070A,2017,85,N,775,POLLING PLACE,169,95,55,
PASADENA,5150070A,2017,85,N,,VBM PORTION,55,26,24,
PASADENA,5150070A,2017,85,N,775,TOTAL,224,121,79,
PASADENA,5150071A,2018,85,N,766,POLLING PLACE,180,80,85,
PASADENA,5150071A,2018,85,N,,VBM PORTION,70,39,24,
PASADENA,5150071A,2018,85,N,766,TOTAL,250,119,109,
PASADENA,5150074A,2019,85,N,930,POLLING PLACE,209,119,68,
PASADENA,5150074A,2019,85,N,,VBM PORTION,61,34,21,
PASADENA,5150074A,2019,85,N,930,TOTAL,270,153,89,
PASADENA,5150075A,2020,85,N,838,POLLING PLACE,244,124,96,
PASADENA,5150075A,2020,85,N,,VBM PORTION,129,55,63,
PASADENA,5150075A,2020,85,N,838,TOTAL,373,179,159,
PASADENA,5150079A,2021,85,N,881,POLLING PLACE,214,117,77,
PASADENA,5150079A,2021,85,N,,VBM PORTION,109,48,59,
PASADENA,5150079A,2021,85,N,881,TOTAL,323,165,136,
PASADENA,5150080A,2022,85,N,956,POLLING PLACE,163,107,40,
PASADENA,5150080A,2022,85,N,,VBM PORTION,53,30,18,
PASADENA,5150080A,2022,85,N,956,TOTAL,216,137,58,
PASADENA,5150081B,6180,89,Y,26,POLLING PLACE,,,,
PASADENA,5150081B,6180,89,Y,,VBM PORTION,6,3,3,
PASADENA,5150081B,6180,89,Y,26,TOTAL,6,3,3,
PASADENA,5150090B,6181,86,Y,50,POLLING PLACE,,,,
PASADENA,5150090B,6181,86,Y,,VBM PORTION,7,1,5,
PASADENA,5150090B,6181,86,Y,50,TOTAL,7,1,5,
PASADENA,5150090E,2023,85,N,1187,POLLING PLACE,275,121,133,
PASADENA,5150090E,2023,85,N,,VBM PORTION,136,44,81,
PASADENA,5150090E,2023,85,N,1187,TOTAL,411,165,214,
PASADENA,5150091A,2024,85,N,933,POLLING PLACE,186,73,93,
PASADENA,5150091A,2024,85,N,,VBM PORTION,113,46,53,
PASADENA,5150091A,2024,85,N,933,TOTAL,299,119,146,
PASADENA,5150092A,2025,90,N,820,POLLING PLACE,253,161,69,
PASADENA,5150092A,2025,90,N,,VBM PORTION,88,47,31,
PASADENA,5150092A,2025,90,N,820,TOTAL,341,208,100,
PASADENA,5150094A,2026,90,N,838,POLLING PLACE,237,147,70,
PASADENA,5150094A,2026,90,N,,VBM PORTION,102,53,38,
PASADENA,5150094A,2026,90,N,838,TOTAL,339,200,108,
PASADENA,5150095A,2027,90,N,777,POLLING PLACE,227,111,85,
PASADENA,5150095A,2027,90,N,,VBM PORTION,109,49,45,
PASADENA,5150095A,2027,90,N,777,TOTAL,336,160,130,
PASADENA,5150097A,2028,90,N,1160,POLLING PLACE,330,134,169,
PASADENA,5150097A,2028,90,N,,VBM PORTION,209,65,122,
PASADENA,5150097A,2028,90,N,1160,TOTAL,539,199,291,
PASADENA,5150102A,2029,85,N,924,POLLING PLACE,196,124,49,
PASADENA,5150102A,2029,85,N,,VBM PORTION,100,52,32,
PASADENA,5150102A,2029,85,N,924,TOTAL,296,176,81,
PASADENA,5150108A,2030,85,N,1459,POLLING PLACE,336,156,150,
PASADENA,5150108A,2030,85,N,,VBM PORTION,225,86,112,
PASADENA,5150108A,2030,85,N,1459,TOTAL,561,242,262,
PASADENA,5150110A,2031,85,N,1424,POLLING PLACE,324,204,89,
PASADENA,5150110A,2031,85,N,,VBM PORTION,157,84,50,
PASADENA,5150110A,2031,85,N,1424,TOTAL,481,288,139,
PASADENA,5150114A,2032,85,N,1130,POLLING PLACE,213,163,42,
PASADENA,5150114A,2032,85,N,,VBM PORTION,101,63,19,
PASADENA,5150114A,2032,85,N,1130,TOTAL,314,226,61,
PASADENA,5150116A,2033,85,N,1130,POLLING PLACE,167,109,44,
PASADENA,5150116A,2033,85,N,,VBM PORTION,101,57,35,
PASADENA,5150116A,2033,85,N,1130,TOTAL,268,166,79,
PASADENA,5150118A,2034,85,N,1194,POLLING PLACE,217,146,47,
PASADENA,5150118A,2034,85,N,,VBM PORTION,114,56,44,
PASADENA,5150118A,2034,85,N,1194,TOTAL,331,202,91,
PASADENA,5150119A,2035,85,N,1270,POLLING PLACE,267,165,86,
PASADENA,5150119A,2035,85,N,,VBM PORTION,97,55,40,
PASADENA,5150119A,2035,85,N,1270,TOTAL,364,220,126,
PASADENA,5150119B,6182,82,Y,3,POLLING PLACE,,,,
PASADENA,5150119B,6182,82,Y,,VBM PORTION,,,,
PASADENA,5150119B,6182,82,Y,3,TOTAL,,,,
PASADENA,5150119C,6183,81,Y,7,POLLING PLACE,,,,
PASADENA,5150119C,6183,81,Y,,VBM PORTION,1,1,,
PASADENA,5150119C,6183,81,Y,7,TOTAL,1,1,,
PASADENA,5150120A,2036,85,N,1005,POLLING PLACE,157,111,29,
PASADENA,5150120A,2036,85,N,,VBM PORTION,81,39,30,
PASADENA,5150120A,2036,85,N,1005,TOTAL,238,150,59,
PASADENA,5150121A,2037,85,N,1008,POLLING PLACE,189,118,57,
PASADENA,5150121A,2037,85,N,,VBM PORTION,62,40,17,
PASADENA,5150121A,2037,85,N,1008,TOTAL,251,158,74,
PASADENA,5150122A,2038,85,N,1510,POLLING PLACE,363,201,123,
PASADENA,5150122A,2038,85,N,,VBM PORTION,198,105,74,
PASADENA,5150122A,2038,85,N,1510,TOTAL,561,306,197,
PASADENA,5150147A,2039,85,N,1204,POLLING PLACE,248,129,96,
PASADENA,5150147A,2039,85,N,,VBM PORTION,107,45,57,
PASADENA,5150147A,2039,85,N,1204,TOTAL,355,174,153,
PASADENA,5150156A,2040,85,N,1069,POLLING PLACE,210,132,57,
PASADENA,5150156A,2040,85,N,,VBM PORTION,95,47,33,
PASADENA,5150156A,2040,85,N,1069,TOTAL,305,179,90,
PASADENA,5150180A,2041,85,N,1326,POLLING PLACE,284,163,94,
PASADENA,5150180A,2041,85,N,,VBM PORTION,113,65,43,
PASADENA,5150180A,2041,85,N,1326,TOTAL,397,228,137,
PASADENA,5150181A,2042,85,N,908,POLLING PLACE,163,68,76,
PASADENA,5150181A,2042,85,N,,VBM PORTION,63,35,23,
PASADENA,5150181A,2042,85,N,908,TOTAL,226,103,99,
PASADENA,5150183A,2043,85,N,1001,POLLING PLACE,196,134,44,
PASADENA,5150183A,2043,85,N,,VBM PORTION,146,79,52,
PASADENA,5150183A,2043,85,N,1001,TOTAL,342,213,96,
PASADENA,5150186A,2044,85,N,822,POLLING PLACE,162,107,41,
PASADENA,5150186A,2044,85,N,,VBM PORTION,64,41,17,
PASADENA,5150186A,2044,85,N,822,TOTAL,226,148,58,
PASADENA,5150187A,2045,90,N,1529,POLLING PLACE,309,151,132,
PASADENA,5150187A,2045,90,N,,VBM PORTION,287,105,153,
PASADENA,5150187A,2045,90,N,1529,TOTAL,596,256,285,
PASADENA,5150188A,2046,90,N,879,POLLING PLACE,185,97,70,
PASADENA,5150188A,2046,90,N,,VBM PORTION,171,57,94,
PASADENA,5150188A,2046,90,N,879,TOTAL,356,154,164,
PASADENA,5150194A,2047,85,N,1214,POLLING PLACE,198,142,28,
PASADENA,5150194A,2047,85,N,,VBM PORTION,57,48,6,
PASADENA,5150194A,2047,85,N,1214,TOTAL,255,190,34,
PASADENA,5150196A,2048,85,N,754,POLLING PLACE,135,72,45,
PASADENA,5150196A,2048,85,N,,VBM PORTION,54,27,15,
PASADENA,5150196A,2048,85,N,754,TOTAL,189,99,60,
PASADENA,5150197A,2049,85,N,1244,POLLING PLACE,199,123,54,
PASADENA,5150197A,2049,85,N,,VBM PORTION,105,60,27,
PASADENA,5150197A,2049,85,N,1244,TOTAL,304,183,81,
PASADENA,5150198A,2050,85,N,1118,POLLING PLACE,216,133,35,
PASADENA,5150198A,2050,85,N,,VBM PORTION,69,42,20,
PASADENA,5150198A,2050,85,N,1118,TOTAL,285,175,55,
PASADENA,5150199A,2051,85,N,1298,POLLING PLACE,176,132,32,
PASADENA,5150199A,2051,85,N,,VBM PORTION,124,72,43,
PASADENA,5150199A,2051,85,N,1298,TOTAL,300,204,75,
PASADENA,5150199C,2052,85,N,696,POLLING PLACE,135,104,18,
PASADENA,5150199C,2052,85,N,,VBM PORTION,36,22,11,
PASADENA,5150199C,2052,85,N,696,TOTAL,171,126,29,
PASADENA,5150205A,2053,85,N,610,POLLING PLACE,114,75,26,
PASADENA,5150205A,2053,85,N,,VBM PORTION,44,23,15,
PASADENA,5150205A,2053,85,N,610,TOTAL,158,98,41,
PASADENA,5150209A,2054,85,N,1216,POLLING PLACE,229,111,94,
PASADENA,5150209A,2054,85,N,,VBM PORTION,156,69,61,
PASADENA,5150209A,2054,85,N,1216,TOTAL,385,180,155,
PASADENA,5150213A,2055,85,N,950,POLLING PLACE,149,115,20,
PASADENA,5150213A,2055,85,N,,VBM PORTION,38,27,7,
PASADENA,5150213A,2055,85,N,950,TOTAL,187,142,27,
PASADENA,5150216A,2056,85,N,1088,POLLING PLACE,203,123,59,
PASADENA,5150216A,2056,85,N,,VBM PORTION,77,41,23,
PASADENA,5150216A,2056,85,N,1088,TOTAL,280,164,82,
PICO RIVERA,5230002A,2059,286,N,1027,POLLING PLACE,155,92,44,
PICO RIVERA,5230002A,2059,286,N,,VBM PORTION,54,33,17,
PICO RIVERA,5230002A,2059,286,N,1027,TOTAL,209,125,61,
PICO RIVERA,5230006B,2060,286,N,864,POLLING PLACE,129,75,37,
PICO RIVERA,5230006B,2060,286,N,,VBM PORTION,32,23,4,
PICO RIVERA,5230006B,2060,286,N,864,TOTAL,161,98,41,
PICO RIVERA,5230007A,2061,286,N,1019,POLLING PLACE,139,107,24,
PICO RIVERA,5230007A,2061,286,N,,VBM PORTION,51,34,11,
PICO RIVERA,5230007A,2061,286,N,1019,TOTAL,190,141,35,
PICO RIVERA,5230008A,2062,286,N,1021,POLLING PLACE,137,97,34,
PICO RIVERA,5230008A,2062,286,N,,VBM PORTION,39,30,8,
PICO RIVERA,5230008A,2062,286,N,1021,TOTAL,176,127,42,
PICO RIVERA,5230010A,2063,286,N,1004,POLLING PLACE,162,107,36,
PICO RIVERA,5230010A,2063,286,N,,VBM PORTION,49,23,20,
PICO RIVERA,5230010A,2063,286,N,1004,TOTAL,211,130,56,
PICO RIVERA,5230012A,2064,286,N,956,POLLING PLACE,121,91,22,
PICO RIVERA,5230012A,2064,286,N,,VBM PORTION,28,20,7,
PICO RIVERA,5230012A,2064,286,N,956,TOTAL,149,111,29,
PICO RIVERA,5230013A,2065,286,N,1111,POLLING PLACE,165,113,37,
PICO RIVERA,5230013A,2065,286,N,,VBM PORTION,50,32,15,
PICO RIVERA,5230013A,2065,286,N,1111,TOTAL,215,145,52,
PICO RIVERA,5230013C,6187,286,Y,,POLLING PLACE,,,,
PICO RIVERA,5230013C,6187,286,Y,,VBM PORTION,,,,
PICO RIVERA,5230013C,6187,286,Y,,TOTAL,,,,
PICO RIVERA,5230014B,2066,286,N,949,POLLING PLACE,149,96,41,
PICO RIVERA,5230014B,2066,286,N,,VBM PORTION,30,25,4,
PICO RIVERA,5230014B,2066,286,N,949,TOTAL,179,121,45,
PICO RIVERA,5230017A,2067,286,N,1061,POLLING PLACE,167,113,33,
PICO RIVERA,5230017A,2067,286,N,,VBM PORTION,19,14,3,
PICO RIVERA,5230017A,2067,286,N,1061,TOTAL,186,127,36,
PICO RIVERA,5230018A,2068,286,N,890,POLLING PLACE,114,74,30,
PICO RIVERA,5230018A,2068,286,N,,VBM PORTION,40,31,7,
PICO RIVERA,5230018A,2068,286,N,890,TOTAL,154,105,37,
PICO RIVERA,5230019A,2069,286,N,991,POLLING PLACE,110,65,36,
PICO RIVERA,5230019A,2069,286,N,,VBM PORTION,51,32,16,
PICO RIVERA,5230019A,2069,286,N,991,TOTAL,161,97,52,
PICO RIVERA,5230020A,2070,286,N,1002,POLLING PLACE,162,103,45,
PICO RIVERA,5230020A,2070,286,N,,VBM PORTION,36,20,10,
PICO RIVERA,5230020A,2070,286,N,1002,TOTAL,198,123,55,
PICO RIVERA,5230022D,2071,286,N,996,POLLING PLACE,138,88,42,
PICO RIVERA,5230022D,2071,286,N,,VBM PORTION,30,20,10,
PICO RIVERA,5230022D,2071,286,N,996,TOTAL,168,108,52,
PICO RIVERA,5230023A,2072,286,N,722,POLLING PLACE,107,73,24,
PICO RIVERA,5230023A,2072,286,N,,VBM PORTION,29,21,6,
PICO RIVERA,5230023A,2072,286,N,722,TOTAL,136,94,30,
PICO RIVERA,5230023B,2073,288,N,316,POLLING PLACE,28,19,6,
PICO RIVERA,5230023B,2073,288,N,,VBM PORTION,6,3,2,
PICO RIVERA,5230023B,2073,288,N,316,TOTAL,34,22,8,
PICO RIVERA,5230024A,2074,286,N,1118,POLLING PLACE,159,106,38,
PICO RIVERA,5230024A,2074,286,N,,VBM PORTION,46,33,7,
PICO RIVERA,5230024A,2074,286,N,1118,TOTAL,205,139,45,
PICO RIVERA,5230026A,6188,261,Y,,POLLING PLACE,,,,
PICO RIVERA,5230026A,6188,261,Y,,VBM PORTION,,,,
PICO RIVERA,5230026A,6188,261,Y,,TOTAL,,,,
PICO RIVERA,5230027A,2075,286,N,1000,POLLING PLACE,186,132,38,
PICO RIVERA,5230027A,2075,286,N,,VBM PORTION,35,21,13,
PICO RIVERA,5230027A,2075,286,N,1000,TOTAL,221,153,51,
PICO RIVERA,5230029A,2076,286,N,757,POLLING PLACE,114,84,20,
PICO RIVERA,5230029A,2076,286,N,,VBM PORTION,24,17,4,
PICO RIVERA,5230029A,2076,286,N,757,TOTAL,138,101,24,
PICO RIVERA,5230030A,2077,286,N,813,POLLING PLACE,127,87,30,
PICO RIVERA,5230030A,2077,286,N,,VBM PORTION,33,21,12,
PICO RIVERA,5230030A,2077,286,N,813,TOTAL,160,108,42,
PICO RIVERA,5230031A,6189,281,Y,,POLLING PLACE,,,,
PICO RIVERA,5230031A,6189,281,Y,,VBM PORTION,,,,
PICO RIVERA,5230031A,6189,281,Y,,TOTAL,,,,
PICO RIVERA,5230032A,2078,286,N,868,POLLING PLACE,139,97,29,
PICO RIVERA,5230032A,2078,286,N,,VBM PORTION,33,23,4,
PICO RIVERA,5230032A,2078,286,N,868,TOTAL,172,120,33,
PICO RIVERA,5230034B,2079,286,N,1094,POLLING PLACE,193,120,48,
PICO RIVERA,5230034B,2079,286,N,,VBM PORTION,45,27,13,
PICO RIVERA,5230034B,2079,286,N,1094,TOTAL,238,147,61,
PICO RIVERA,5230035A,2080,286,N,920,POLLING PLACE,142,103,36,
PICO RIVERA,5230035A,2080,286,N,,VBM PORTION,48,25,14,
PICO RIVERA,5230035A,2080,286,N,920,TOTAL,190,128,50,
PICO RIVERA,5230036A,2081,286,N,787,POLLING PLACE,85,58,19,
PICO RIVERA,5230036A,2081,286,N,,VBM PORTION,22,18,4,
PICO RIVERA,5230036A,2081,286,N,787,TOTAL,107,76,23,
PICO RIVERA,5230038A,2082,286,N,1015,POLLING PLACE,159,107,36,
PICO RIVERA,5230038A,2082,286,N,,VBM PORTION,42,30,9,
PICO RIVERA,5230038A,2082,286,N,1015,TOTAL,201,137,45,
PICO RIVERA,5230039A,2083,286,N,1070,POLLING PLACE,167,113,45,
PICO RIVERA,5230039A,2083,286,N,,VBM PORTION,50,38,10,
PICO RIVERA,5230039A,2083,286,N,1070,TOTAL,217,151,55,
PICO RIVERA,5230041A,2084,286,N,853,POLLING PLACE,139,98,34,
PICO RIVERA,5230041A,2084,286,N,,VBM PORTION,29,22,5,
PICO RIVERA,5230041A,2084,286,N,853,TOTAL,168,120,39,
PICO RIVERA,5230043A,2085,286,N,984,POLLING PLACE,136,84,39,
PICO RIVERA,5230043A,2085,286,N,,VBM PORTION,52,31,16,
PICO RIVERA,5230043A,2085,286,N,984,TOTAL,188,115,55,
PICO RIVERA,5230044A,2086,286,N,946,POLLING PLACE,126,80,32,
PICO RIVERA,5230044A,2086,286,N,,VBM PORTION,40,30,10,
PICO RIVERA,5230044A,2086,286,N,946,TOTAL,166,110,42,
PICO RIVERA,5230045A,2087,286,N,1048,POLLING PLACE,116,73,28,
PICO RIVERA,5230045A,2087,286,N,,VBM PORTION,27,13,9,
PICO RIVERA,5230045A,2087,286,N,1048,TOTAL,143,86,37,
PICO RIVERA,5230049A,2088,286,N,967,POLLING PLACE,144,94,36,
PICO RIVERA,5230049A,2088,286,N,,VBM PORTION,38,25,8,
PICO RIVERA,5230049A,2088,286,N,967,TOTAL,182,119,44,
