LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,KAMALA D HARRIS,RONALD GOLD,
LOS ANGELES,9002036A,3973,308,N,918,POLLING PLACE,100,83,12,
LOS ANGELES,9002036A,3973,308,N,,VBM PORTION,22,21,1,
LOS ANGELES,9002036A,3973,308,N,918,TOTAL,122,104,13,
LOS ANGELES,9002037A,3974,311,N,1016,POLLING PLACE,122,103,16,
LOS ANGELES,9002037A,3974,311,N,,VBM PORTION,26,23,3,
LOS ANGELES,9002037A,3974,311,N,1016,TOTAL,148,126,19,
LOS ANGELES,9002039A,3975,311,N,1063,POLLING PLACE,114,90,14,
LOS ANGELES,9002039A,3975,311,N,,VBM PORTION,32,26,2,
LOS ANGELES,9002039A,3975,311,N,1063,TOTAL,146,116,16,
LOS ANGELES,9002042A,3976,311,N,1035,POLLING PLACE,150,128,14,
LOS ANGELES,9002042A,3976,311,N,,VBM PORTION,29,24,4,
LOS ANGELES,9002042A,3976,311,N,1035,TOTAL,179,152,18,
LOS ANGELES,9002043A,3977,311,N,1123,POLLING PLACE,161,134,16,
LOS ANGELES,9002043A,3977,311,N,,VBM PORTION,21,17,2,
LOS ANGELES,9002043A,3977,311,N,1123,TOTAL,182,151,18,
LOS ANGELES,9002046A,3978,99,N,543,POLLING PLACE,137,122,11,
LOS ANGELES,9002046A,3978,99,N,,VBM PORTION,49,38,10,
LOS ANGELES,9002046A,3978,99,N,543,TOTAL,186,160,21,
LOS ANGELES,9002047A,3979,312,N,803,POLLING PLACE,70,59,8,
LOS ANGELES,9002047A,3979,312,N,,VBM PORTION,16,15,1,
LOS ANGELES,9002047A,3979,312,N,803,TOTAL,86,74,9,
LOS ANGELES,9002047B,3980,312,N,767,POLLING PLACE,69,55,9,
LOS ANGELES,9002047B,3980,312,N,,VBM PORTION,21,16,4,
LOS ANGELES,9002047B,3980,312,N,767,TOTAL,90,71,13,
LOS ANGELES,9002048A,3981,99,N,421,POLLING PLACE,89,80,9,
LOS ANGELES,9002048A,3981,99,N,,VBM PORTION,28,24,1,
LOS ANGELES,9002048A,3981,99,N,421,TOTAL,117,104,10,
LOS ANGELES,9002050A,3982,311,N,1192,POLLING PLACE,128,108,13,
LOS ANGELES,9002050A,3982,311,N,,VBM PORTION,34,25,4,
LOS ANGELES,9002050A,3982,311,N,1192,TOTAL,162,133,17,
LOS ANGELES,9002053B,3983,200,N,1141,POLLING PLACE,179,136,33,
LOS ANGELES,9002053B,3983,200,N,,VBM PORTION,54,29,21,
LOS ANGELES,9002053B,3983,200,N,1141,TOTAL,233,165,54,
LOS ANGELES,9002054A,3984,312,N,861,POLLING PLACE,88,73,13,
LOS ANGELES,9002054A,3984,312,N,,VBM PORTION,21,17,,
LOS ANGELES,9002054A,3984,312,N,861,TOTAL,109,90,13,
LOS ANGELES,9002057A,3985,215,N,379,POLLING PLACE,46,40,2,
LOS ANGELES,9002057A,3985,215,N,,VBM PORTION,17,12,4,
LOS ANGELES,9002057A,3985,215,N,379,TOTAL,63,52,6,
LOS ANGELES,9002059A,3986,312,N,857,POLLING PLACE,94,83,7,
LOS ANGELES,9002059A,3986,312,N,,VBM PORTION,22,18,3,
LOS ANGELES,9002059A,3986,312,N,857,TOTAL,116,101,10,
LOS ANGELES,9002063A,3987,312,N,938,POLLING PLACE,87,77,7,
LOS ANGELES,9002063A,3987,312,N,,VBM PORTION,8,8,,
LOS ANGELES,9002063A,3987,312,N,938,TOTAL,95,85,7,
LOS ANGELES,9002068B,3988,228,N,1203,POLLING PLACE,195,172,12,
LOS ANGELES,9002068B,3988,228,N,,VBM PORTION,69,56,12,
LOS ANGELES,9002068B,3988,228,N,1203,TOTAL,264,228,24,
LOS ANGELES,9002069B,3989,228,N,1005,POLLING PLACE,109,100,3,
LOS ANGELES,9002069B,3989,228,N,,VBM PORTION,53,48,2,
LOS ANGELES,9002069B,3989,228,N,1005,TOTAL,162,148,5,
LOS ANGELES,9002070A,3990,228,N,1111,POLLING PLACE,236,219,9,
LOS ANGELES,9002070A,3990,228,N,,VBM PORTION,96,81,9,
LOS ANGELES,9002070A,3990,228,N,1111,TOTAL,332,300,18,
LOS ANGELES,9002072D,3991,200,N,858,POLLING PLACE,113,95,14,
LOS ANGELES,9002072D,3991,200,N,,VBM PORTION,39,29,9,
LOS ANGELES,9002072D,3991,200,N,858,TOTAL,152,124,23,
LOS ANGELES,9002073A,3992,308,N,1117,POLLING PLACE,145,132,7,
LOS ANGELES,9002073A,3992,308,N,,VBM PORTION,28,25,2,
LOS ANGELES,9002073A,3992,308,N,1117,TOTAL,173,157,9,
LOS ANGELES,9002074B,3993,308,N,857,POLLING PLACE,115,100,10,
LOS ANGELES,9002074B,3993,308,N,,VBM PORTION,12,10,2,
LOS ANGELES,9002074B,3993,308,N,857,TOTAL,127,110,12,
LOS ANGELES,9002077A,3994,309,N,1019,POLLING PLACE,119,108,9,
LOS ANGELES,9002077A,3994,309,N,,VBM PORTION,39,34,3,
LOS ANGELES,9002077A,3994,309,N,1019,TOTAL,158,142,12,
LOS ANGELES,9002080A,3995,228,N,1205,POLLING PLACE,313,283,18,
LOS ANGELES,9002080A,3995,228,N,,VBM PORTION,78,67,8,
LOS ANGELES,9002080A,3995,228,N,1205,TOTAL,391,350,26,
LOS ANGELES,9002083B,3996,228,N,1003,POLLING PLACE,229,203,15,
LOS ANGELES,9002083B,3996,228,N,,VBM PORTION,43,38,3,
LOS ANGELES,9002083B,3996,228,N,1003,TOTAL,272,241,18,
LOS ANGELES,9002084C,3997,229,N,512,POLLING PLACE,119,110,6,
LOS ANGELES,9002084C,3997,229,N,,VBM PORTION,47,45,2,
LOS ANGELES,9002084C,3997,229,N,512,TOTAL,166,155,8,
LOS ANGELES,9002086A,3998,228,N,755,POLLING PLACE,109,96,7,
LOS ANGELES,9002086A,3998,228,N,,VBM PORTION,26,24,2,
LOS ANGELES,9002086A,3998,228,N,755,TOTAL,135,120,9,
LOS ANGELES,9002086C,3999,228,N,740,POLLING PLACE,109,95,8,
LOS ANGELES,9002086C,3999,228,N,,VBM PORTION,36,27,5,
LOS ANGELES,9002086C,3999,228,N,740,TOTAL,145,122,13,
LOS ANGELES,9002087B,4000,228,N,912,POLLING PLACE,123,111,4,
LOS ANGELES,9002087B,4000,228,N,,VBM PORTION,36,29,4,
LOS ANGELES,9002087B,4000,228,N,912,TOTAL,159,140,8,
LOS ANGELES,9002089A,4001,216,N,1022,POLLING PLACE,64,52,9,
LOS ANGELES,9002089A,4001,216,N,,VBM PORTION,22,17,3,
LOS ANGELES,9002089A,4001,216,N,1022,TOTAL,86,69,12,
LOS ANGELES,9002090A,4002,229,N,768,POLLING PLACE,78,69,7,
LOS ANGELES,9002090A,4002,229,N,,VBM PORTION,30,21,5,
LOS ANGELES,9002090A,4002,229,N,768,TOTAL,108,90,12,
LOS ANGELES,9002091A,4003,229,N,1003,POLLING PLACE,189,172,8,
LOS ANGELES,9002091A,4003,229,N,,VBM PORTION,55,48,2,
LOS ANGELES,9002091A,4003,229,N,1003,TOTAL,244,220,10,
LOS ANGELES,9002095A,4004,229,N,804,POLLING PLACE,169,150,6,
LOS ANGELES,9002095A,4004,229,N,,VBM PORTION,42,36,5,
LOS ANGELES,9002095A,4004,229,N,804,TOTAL,211,186,11,
LOS ANGELES,9002097A,4005,229,N,865,POLLING PLACE,194,182,4,
LOS ANGELES,9002097A,4005,229,N,,VBM PORTION,47,44,2,
LOS ANGELES,9002097A,4005,229,N,865,TOTAL,241,226,6,
LOS ANGELES,9002097B,4006,229,N,979,POLLING PLACE,206,194,5,
LOS ANGELES,9002097B,4006,229,N,,VBM PORTION,51,47,2,
LOS ANGELES,9002097B,4006,229,N,979,TOTAL,257,241,7,
LOS ANGELES,9002098A,4007,200,N,1038,POLLING PLACE,160,132,23,
LOS ANGELES,9002098A,4007,200,N,,VBM PORTION,33,25,7,
LOS ANGELES,9002098A,4007,200,N,1038,TOTAL,193,157,30,
LOS ANGELES,9002099A,4008,214,N,1085,POLLING PLACE,193,164,18,
LOS ANGELES,9002099A,4008,214,N,,VBM PORTION,41,37,2,
LOS ANGELES,9002099A,4008,214,N,1085,TOTAL,234,201,20,
LOS ANGELES,9002101A,4009,229,N,1158,POLLING PLACE,215,183,13,
LOS ANGELES,9002101A,4009,229,N,,VBM PORTION,46,38,4,
LOS ANGELES,9002101A,4009,229,N,1158,TOTAL,261,221,17,
LOS ANGELES,9002102A,4010,228,N,1303,POLLING PLACE,320,268,21,
LOS ANGELES,9002102A,4010,228,N,,VBM PORTION,117,102,5,
LOS ANGELES,9002102A,4010,228,N,1303,TOTAL,437,370,26,
LOS ANGELES,9002103A,4011,228,N,604,POLLING PLACE,133,119,6,
LOS ANGELES,9002103A,4011,228,N,,VBM PORTION,31,30,1,
LOS ANGELES,9002103A,4011,228,N,604,TOTAL,164,149,7,
LOS ANGELES,9002105A,4012,228,N,847,POLLING PLACE,188,176,7,
LOS ANGELES,9002105A,4012,228,N,,VBM PORTION,41,40,1,
LOS ANGELES,9002105A,4012,228,N,847,TOTAL,229,216,8,
LOS ANGELES,9002107A,4013,228,N,1154,POLLING PLACE,302,279,14,
LOS ANGELES,9002107A,4013,228,N,,VBM PORTION,102,86,9,
LOS ANGELES,9002107A,4013,228,N,1154,TOTAL,404,365,23,
LOS ANGELES,9002108A,4014,214,N,778,POLLING PLACE,124,105,12,
LOS ANGELES,9002108A,4014,214,N,,VBM PORTION,39,30,7,
LOS ANGELES,9002108A,4014,214,N,778,TOTAL,163,135,19,
LOS ANGELES,9002110B,4015,228,N,829,POLLING PLACE,93,76,10,
LOS ANGELES,9002110B,4015,228,N,,VBM PORTION,23,17,2,
LOS ANGELES,9002110B,4015,228,N,829,TOTAL,116,93,12,
LOS ANGELES,9002113A,4016,228,N,1013,POLLING PLACE,110,102,4,
LOS ANGELES,9002113A,4016,228,N,,VBM PORTION,30,20,6,
LOS ANGELES,9002113A,4016,228,N,1013,TOTAL,140,122,10,
LOS ANGELES,9002114A,4017,228,N,1036,POLLING PLACE,135,119,9,
LOS ANGELES,9002114A,4017,228,N,,VBM PORTION,34,32,1,
LOS ANGELES,9002114A,4017,228,N,1036,TOTAL,169,151,10,
LOS ANGELES,9002116A,4018,228,N,1118,POLLING PLACE,150,133,12,
LOS ANGELES,9002116A,4018,228,N,,VBM PORTION,38,35,2,
LOS ANGELES,9002116A,4018,228,N,1118,TOTAL,188,168,14,
LOS ANGELES,9002117B,4019,228,N,808,POLLING PLACE,66,62,,
LOS ANGELES,9002117B,4019,228,N,,VBM PORTION,21,21,,
LOS ANGELES,9002117B,4019,228,N,808,TOTAL,87,83,,
LOS ANGELES,9002122A,4020,214,N,1107,POLLING PLACE,150,118,16,
LOS ANGELES,9002122A,4020,214,N,,VBM PORTION,53,38,11,
LOS ANGELES,9002122A,4020,214,N,1107,TOTAL,203,156,27,
LOS ANGELES,9002123A,4021,115,N,794,POLLING PLACE,133,84,41,
LOS ANGELES,9002123A,4021,115,N,,VBM PORTION,87,48,32,
LOS ANGELES,9002123A,4021,115,N,794,TOTAL,220,132,73,
LOS ANGELES,9002124B,4022,229,N,1195,POLLING PLACE,196,187,4,
LOS ANGELES,9002124B,4022,229,N,,VBM PORTION,54,46,4,
LOS ANGELES,9002124B,4022,229,N,1195,TOTAL,250,233,8,
LOS ANGELES,9002125B,4023,113,N,886,POLLING PLACE,121,86,30,
LOS ANGELES,9002125B,4023,113,N,,VBM PORTION,55,25,26,
LOS ANGELES,9002125B,4023,113,N,886,TOTAL,176,111,56,
LOS ANGELES,9002126B,4024,229,N,1016,POLLING PLACE,166,146,11,
LOS ANGELES,9002126B,4024,229,N,,VBM PORTION,44,42,,
LOS ANGELES,9002126B,4024,229,N,1016,TOTAL,210,188,11,
LOS ANGELES,9002127A,4025,229,N,756,POLLING PLACE,141,123,11,
LOS ANGELES,9002127A,4025,229,N,,VBM PORTION,36,34,1,
LOS ANGELES,9002127A,4025,229,N,756,TOTAL,177,157,12,
LOS ANGELES,9002128A,4026,229,N,1040,POLLING PLACE,239,229,7,
LOS ANGELES,9002128A,4026,229,N,,VBM PORTION,43,38,3,
LOS ANGELES,9002128A,4026,229,N,1040,TOTAL,282,267,10,
LOS ANGELES,9002128D,6290,231,Y,,POLLING PLACE,,,,
LOS ANGELES,9002128D,6290,231,Y,,VBM PORTION,,,,
LOS ANGELES,9002128D,6290,231,Y,,TOTAL,,,,
LOS ANGELES,9002129B,4027,229,N,1225,POLLING PLACE,235,209,15,
LOS ANGELES,9002129B,4027,229,N,,VBM PORTION,42,36,5,
LOS ANGELES,9002129B,4027,229,N,1225,TOTAL,277,245,20,
LOS ANGELES,9002131A,4028,121,N,1201,POLLING PLACE,197,142,40,
LOS ANGELES,9002131A,4028,121,N,,VBM PORTION,76,42,30,
LOS ANGELES,9002131A,4028,121,N,1201,TOTAL,273,184,70,
LOS ANGELES,9002132B,4029,229,N,936,POLLING PLACE,246,235,9,
LOS ANGELES,9002132B,4029,229,N,,VBM PORTION,57,44,8,
LOS ANGELES,9002132B,4029,229,N,936,TOTAL,303,279,17,
LOS ANGELES,9002135B,4030,229,N,1189,POLLING PLACE,178,154,16,
LOS ANGELES,9002135B,4030,229,N,,VBM PORTION,52,46,4,
LOS ANGELES,9002135B,4030,229,N,1189,TOTAL,230,200,20,
LOS ANGELES,9002136A,4031,229,N,1013,POLLING PLACE,175,157,16,
LOS ANGELES,9002136A,4031,229,N,,VBM PORTION,28,25,1,
LOS ANGELES,9002136A,4031,229,N,1013,TOTAL,203,182,17,
LOS ANGELES,9002137A,4032,229,N,1148,POLLING PLACE,123,114,7,
LOS ANGELES,9002137A,4032,229,N,,VBM PORTION,31,25,4,
LOS ANGELES,9002137A,4032,229,N,1148,TOTAL,154,139,11,
LOS ANGELES,9002140A,4033,229,N,1226,POLLING PLACE,140,126,9,
LOS ANGELES,9002140A,4033,229,N,,VBM PORTION,49,40,5,
LOS ANGELES,9002140A,4033,229,N,1226,TOTAL,189,166,14,
LOS ANGELES,9002143A,4034,229,N,1170,POLLING PLACE,141,125,8,
LOS ANGELES,9002143A,4034,229,N,,VBM PORTION,45,42,2,
LOS ANGELES,9002143A,4034,229,N,1170,TOTAL,186,167,10,
LOS ANGELES,9002144A,4035,229,N,991,POLLING PLACE,142,122,12,
LOS ANGELES,9002144A,4035,229,N,,VBM PORTION,42,39,1,
LOS ANGELES,9002144A,4035,229,N,991,TOTAL,184,161,13,
LOS ANGELES,9002146A,4036,214,N,1116,POLLING PLACE,198,154,31,
LOS ANGELES,9002146A,4036,214,N,,VBM PORTION,27,22,3,
LOS ANGELES,9002146A,4036,214,N,1116,TOTAL,225,176,34,
LOS ANGELES,9002150A,4037,309,N,1036,POLLING PLACE,137,130,3,
LOS ANGELES,9002150A,4037,309,N,,VBM PORTION,21,16,5,
LOS ANGELES,9002150A,4037,309,N,1036,TOTAL,158,146,8,
LOS ANGELES,9002153A,4038,309,N,1128,POLLING PLACE,163,144,8,
LOS ANGELES,9002153A,4038,309,N,,VBM PORTION,23,16,4,
LOS ANGELES,9002153A,4038,309,N,1128,TOTAL,186,160,12,
LOS ANGELES,9002154A,4039,228,N,576,POLLING PLACE,40,40,,
LOS ANGELES,9002154A,4039,228,N,,VBM PORTION,25,24,,
LOS ANGELES,9002154A,4039,228,N,576,TOTAL,65,64,,
LOS ANGELES,9002155A,4040,216,N,1285,POLLING PLACE,122,98,21,
LOS ANGELES,9002155A,4040,216,N,,VBM PORTION,182,100,41,
LOS ANGELES,9002155A,4040,216,N,1285,TOTAL,304,198,62,
LOS ANGELES,9002156A,4041,309,N,1063,POLLING PLACE,148,127,9,
LOS ANGELES,9002156A,4041,309,N,,VBM PORTION,28,21,5,
LOS ANGELES,9002156A,4041,309,N,1063,TOTAL,176,148,14,
LOS ANGELES,9002157A,4042,309,N,704,POLLING PLACE,91,79,9,
LOS ANGELES,9002157A,4042,309,N,,VBM PORTION,22,16,3,
LOS ANGELES,9002157A,4042,309,N,704,TOTAL,113,95,12,
LOS ANGELES,9002158A,4043,214,N,1341,POLLING PLACE,242,197,31,
LOS ANGELES,9002158A,4043,214,N,,VBM PORTION,59,48,10,
LOS ANGELES,9002158A,4043,214,N,1341,TOTAL,301,245,41,
LOS ANGELES,9002162A,4044,309,N,900,POLLING PLACE,143,128,8,
LOS ANGELES,9002162A,4044,309,N,,VBM PORTION,26,21,1,
LOS ANGELES,9002162A,4044,309,N,900,TOTAL,169,149,9,
LOS ANGELES,9002163A,4045,229,N,806,POLLING PLACE,123,107,9,
LOS ANGELES,9002163A,4045,229,N,,VBM PORTION,35,33,2,
LOS ANGELES,9002163A,4045,229,N,806,TOTAL,158,140,11,
LOS ANGELES,9002166A,4046,309,N,861,POLLING PLACE,113,102,6,
LOS ANGELES,9002166A,4046,309,N,,VBM PORTION,25,22,3,
LOS ANGELES,9002166A,4046,309,N,861,TOTAL,138,124,9,
LOS ANGELES,9002167A,4047,229,N,1066,POLLING PLACE,165,143,12,
LOS ANGELES,9002167A,4047,229,N,,VBM PORTION,67,59,4,
LOS ANGELES,9002167A,4047,229,N,1066,TOTAL,232,202,16,
LOS ANGELES,9002169B,4048,200,N,1047,POLLING PLACE,203,162,23,
LOS ANGELES,9002169B,4048,200,N,,VBM PORTION,32,22,9,
LOS ANGELES,9002169B,4048,200,N,1047,TOTAL,235,184,32,
LOS ANGELES,9002171A,4049,99,N,724,POLLING PLACE,230,208,18,
LOS ANGELES,9002171A,4049,99,N,,VBM PORTION,63,47,11,
LOS ANGELES,9002171A,4049,99,N,724,TOTAL,293,255,29,
LOS ANGELES,9002176A,4050,59,N,743,POLLING PLACE,123,81,32,
LOS ANGELES,9002176A,4050,59,N,,VBM PORTION,62,45,12,
LOS ANGELES,9002176A,4050,59,N,743,TOTAL,185,126,44,
LOS ANGELES,9002177A,4051,330,N,920,POLLING PLACE,161,138,14,
LOS ANGELES,9002177A,4051,330,N,,VBM PORTION,41,38,3,
LOS ANGELES,9002177A,4051,330,N,920,TOTAL,202,176,17,
LOS ANGELES,9002178A,4052,309,N,798,POLLING PLACE,173,162,7,
LOS ANGELES,9002178A,4052,309,N,,VBM PORTION,40,37,2,
LOS ANGELES,9002178A,4052,309,N,798,TOTAL,213,199,9,
LOS ANGELES,9002179A,4053,309,N,798,POLLING PLACE,139,126,9,
LOS ANGELES,9002179A,4053,309,N,,VBM PORTION,28,21,5,
LOS ANGELES,9002179A,4053,309,N,798,TOTAL,167,147,14,
LOS ANGELES,9002180A,4054,327,N,939,POLLING PLACE,289,166,108,
LOS ANGELES,9002180A,4054,327,N,,VBM PORTION,91,49,40,
LOS ANGELES,9002180A,4054,327,N,939,TOTAL,380,215,148,
LOS ANGELES,9002181A,4055,234,N,1009,POLLING PLACE,128,109,15,
LOS ANGELES,9002181A,4055,234,N,,VBM PORTION,38,31,5,
LOS ANGELES,9002181A,4055,234,N,1009,TOTAL,166,140,20,
LOS ANGELES,9002182A,4056,234,N,1169,POLLING PLACE,278,214,54,
LOS ANGELES,9002182A,4056,234,N,,VBM PORTION,62,44,16,
LOS ANGELES,9002182A,4056,234,N,1169,TOTAL,340,258,70,
LOS ANGELES,9002185A,4057,327,N,942,POLLING PLACE,270,164,91,
LOS ANGELES,9002185A,4057,327,N,,VBM PORTION,75,42,29,
LOS ANGELES,9002185A,4057,327,N,942,TOTAL,345,206,120,
LOS ANGELES,9002189A,4058,327,N,905,POLLING PLACE,283,198,77,
LOS ANGELES,9002189A,4058,327,N,,VBM PORTION,62,40,20,
LOS ANGELES,9002189A,4058,327,N,905,TOTAL,345,238,97,
LOS ANGELES,9002192A,4059,200,N,1152,POLLING PLACE,256,195,48,
LOS ANGELES,9002192A,4059,200,N,,VBM PORTION,82,57,21,
LOS ANGELES,9002192A,4059,200,N,1152,TOTAL,338,252,69,
LOS ANGELES,9002193A,4060,228,N,550,POLLING PLACE,157,137,11,
LOS ANGELES,9002193A,4060,228,N,,VBM PORTION,36,32,3,
LOS ANGELES,9002193A,4060,228,N,550,TOTAL,193,169,14,
LOS ANGELES,9002194A,4061,327,N,1122,POLLING PLACE,227,148,70,
LOS ANGELES,9002194A,4061,327,N,,VBM PORTION,58,44,12,
LOS ANGELES,9002194A,4061,327,N,1122,TOTAL,285,192,82,
LOS ANGELES,9002199A,4062,327,N,1031,POLLING PLACE,152,123,23,
LOS ANGELES,9002199A,4062,327,N,,VBM PORTION,55,36,18,
LOS ANGELES,9002199A,4062,327,N,1031,TOTAL,207,159,41,
LOS ANGELES,9002207A,4063,330,N,1313,POLLING PLACE,245,223,11,
LOS ANGELES,9002207A,4063,330,N,,VBM PORTION,71,62,3,
LOS ANGELES,9002207A,4063,330,N,1313,TOTAL,316,285,14,
LOS ANGELES,9002210A,4064,200,N,945,POLLING PLACE,309,219,81,
LOS ANGELES,9002210A,4064,200,N,,VBM PORTION,62,35,24,
LOS ANGELES,9002210A,4064,200,N,945,TOTAL,371,254,105,
LOS ANGELES,9002211A,4065,309,N,1202,POLLING PLACE,220,204,8,
LOS ANGELES,9002211A,4065,309,N,,VBM PORTION,64,58,2,
LOS ANGELES,9002211A,4065,309,N,1202,TOTAL,284,262,10,
LOS ANGELES,9002214A,4066,309,N,1083,POLLING PLACE,268,240,18,
LOS ANGELES,9002214A,4066,309,N,,VBM PORTION,64,54,7,
LOS ANGELES,9002214A,4066,309,N,1083,TOTAL,332,294,25,
LOS ANGELES,9002219A,4067,309,N,952,POLLING PLACE,193,179,6,
LOS ANGELES,9002219A,4067,309,N,,VBM PORTION,36,30,3,
LOS ANGELES,9002219A,4067,309,N,952,TOTAL,229,209,9,
LOS ANGELES,9002222A,4068,59,N,1046,POLLING PLACE,145,116,16,
LOS ANGELES,9002222A,4068,59,N,,VBM PORTION,38,26,11,
LOS ANGELES,9002222A,4068,59,N,1046,TOTAL,183,142,27,
LOS ANGELES,9002225A,4069,179,N,948,POLLING PLACE,169,141,23,
LOS ANGELES,9002225A,4069,179,N,,VBM PORTION,52,39,10,
LOS ANGELES,9002225A,4069,179,N,948,TOTAL,221,180,33,
LOS ANGELES,9002231A,4070,183,N,947,POLLING PLACE,160,107,45,
LOS ANGELES,9002231A,4070,183,N,,VBM PORTION,62,35,26,
LOS ANGELES,9002231A,4070,183,N,947,TOTAL,222,142,71,
LOS ANGELES,9002232A,4071,183,N,990,POLLING PLACE,219,189,19,
LOS ANGELES,9002232A,4071,183,N,,VBM PORTION,36,27,9,
LOS ANGELES,9002232A,4071,183,N,990,TOTAL,255,216,28,
LOS ANGELES,9002234A,4072,183,N,820,POLLING PLACE,181,165,13,
LOS ANGELES,9002234A,4072,183,N,,VBM PORTION,30,25,4,
LOS ANGELES,9002234A,4072,183,N,820,TOTAL,211,190,17,
LOS ANGELES,9002237A,4073,183,N,712,POLLING PLACE,115,77,33,
LOS ANGELES,9002237A,4073,183,N,,VBM PORTION,47,34,11,
LOS ANGELES,9002237A,4073,183,N,712,TOTAL,162,111,44,
LOS ANGELES,9002238A,4074,183,N,1000,POLLING PLACE,240,188,44,
LOS ANGELES,9002238A,4074,183,N,,VBM PORTION,73,53,19,
LOS ANGELES,9002238A,4074,183,N,1000,TOTAL,313,241,63,
LOS ANGELES,9002238C,6291,184,Y,,POLLING PLACE,,,,
LOS ANGELES,9002238C,6291,184,Y,,VBM PORTION,,,,
LOS ANGELES,9002238C,6291,184,Y,,TOTAL,,,,
LOS ANGELES,9002239A,4075,183,N,360,POLLING PLACE,101,78,21,
LOS ANGELES,9002239A,4075,183,N,,VBM PORTION,30,17,10,
LOS ANGELES,9002239A,4075,183,N,360,TOTAL,131,95,31,
LOS ANGELES,9002247A,4076,186,N,786,POLLING PLACE,152,134,12,
LOS ANGELES,9002247A,4076,186,N,,VBM PORTION,55,39,16,
LOS ANGELES,9002247A,4076,186,N,786,TOTAL,207,173,28,
LOS ANGELES,9002248A,4077,200,N,1093,POLLING PLACE,244,210,31,
LOS ANGELES,9002248A,4077,200,N,,VBM PORTION,69,47,19,
LOS ANGELES,9002248A,4077,200,N,1093,TOTAL,313,257,50,
LOS ANGELES,9002250A,4078,183,N,842,POLLING PLACE,181,157,18,
LOS ANGELES,9002250A,4078,183,N,,VBM PORTION,49,41,8,
LOS ANGELES,9002250A,4078,183,N,842,TOTAL,230,198,26,
LOS ANGELES,9002251A,4079,183,N,244,POLLING PLACE,24,17,6,
LOS ANGELES,9002251A,4079,183,N,,VBM PORTION,15,9,5,
LOS ANGELES,9002251A,4079,183,N,244,TOTAL,39,26,11,
LOS ANGELES,9002251B,6292,184,Y,,POLLING PLACE,,,,
LOS ANGELES,9002251B,6292,184,Y,,VBM PORTION,,,,
LOS ANGELES,9002251B,6292,184,Y,,TOTAL,,,,
LOS ANGELES,9002252A,4080,183,N,990,POLLING PLACE,167,132,28,
LOS ANGELES,9002252A,4080,183,N,,VBM PORTION,64,41,20,
LOS ANGELES,9002252A,4080,183,N,990,TOTAL,231,173,48,
LOS ANGELES,9002256A,4081,72,N,1179,POLLING PLACE,265,134,117,
LOS ANGELES,9002256A,4081,72,N,,VBM PORTION,78,36,40,
LOS ANGELES,9002256A,4081,72,N,1179,TOTAL,343,170,157,
LOS ANGELES,9002262B,4082,183,N,968,POLLING PLACE,156,127,24,
LOS ANGELES,9002262B,4082,183,N,,VBM PORTION,59,50,8,
LOS ANGELES,9002262B,4082,183,N,968,TOTAL,215,177,32,
LOS ANGELES,9002264B,4083,53,N,482,POLLING PLACE,90,46,39,
LOS ANGELES,9002264B,4083,53,N,,VBM PORTION,48,20,21,
LOS ANGELES,9002264B,4083,53,N,482,TOTAL,138,66,60,
LOS ANGELES,9002265B,4084,183,N,959,POLLING PLACE,246,202,34,
LOS ANGELES,9002265B,4084,183,N,,VBM PORTION,68,47,18,
LOS ANGELES,9002265B,4084,183,N,959,TOTAL,314,249,52,
LOS ANGELES,9002267A,4085,126,N,1268,POLLING PLACE,223,139,71,
LOS ANGELES,9002267A,4085,126,N,,VBM PORTION,100,53,34,
LOS ANGELES,9002267A,4085,126,N,1268,TOTAL,323,192,105,
LOS ANGELES,9002269A,4086,121,N,1121,POLLING PLACE,119,82,31,
LOS ANGELES,9002269A,4086,121,N,,VBM PORTION,55,38,13,
LOS ANGELES,9002269A,4086,121,N,1121,TOTAL,174,120,44,
LOS ANGELES,9002270A,4087,183,N,1029,POLLING PLACE,194,173,15,
LOS ANGELES,9002270A,4087,183,N,,VBM PORTION,69,46,17,
LOS ANGELES,9002270A,4087,183,N,1029,TOTAL,263,219,32,
LOS ANGELES,9002271A,4088,183,N,960,POLLING PLACE,187,152,25,
LOS ANGELES,9002271A,4088,183,N,,VBM PORTION,82,58,18,
LOS ANGELES,9002271A,4088,183,N,960,TOTAL,269,210,43,
LOS ANGELES,9002273A,4089,183,N,898,POLLING PLACE,192,147,40,
LOS ANGELES,9002273A,4089,183,N,,VBM PORTION,60,36,23,
LOS ANGELES,9002273A,4089,183,N,898,TOTAL,252,183,63,
LOS ANGELES,9002279A,4090,183,N,1030,POLLING PLACE,198,162,31,
LOS ANGELES,9002279A,4090,183,N,,VBM PORTION,102,73,23,
LOS ANGELES,9002279A,4090,183,N,1030,TOTAL,300,235,54,
LOS ANGELES,9002280A,4091,183,N,1227,POLLING PLACE,219,174,36,
LOS ANGELES,9002280A,4091,183,N,,VBM PORTION,88,76,11,
LOS ANGELES,9002280A,4091,183,N,1227,TOTAL,307,250,47,
LOS ANGELES,9002281A,4092,55,N,1025,POLLING PLACE,171,116,37,
LOS ANGELES,9002281A,4092,55,N,,VBM PORTION,50,23,17,
LOS ANGELES,9002281A,4092,55,N,1025,TOTAL,221,139,54,
LOS ANGELES,9002283A,4093,186,N,1254,POLLING PLACE,329,265,55,
